MCSID	FACTRY00	FAREGN00	FDRSPO00	FDMINT00	FDPINT00	FDHTYP00	FDHTYS00	FDRELP00	FDNATM00	FDMINH00	FDNATF00	FDFINH00	FDOTHS00	FDNOCM00	FDTOTS00	FDNSIB00	FDHSIB00	FDSSIB00	FDASIB00	FDFSIB00	FDGPAR00	FDOTHA00	FDNUMH00	FDTOTP00	FDHLAN00	FDROOW00	FDCWRK00	FOEDE000	FOEDP000	FOECDUK0	FOECDSC0
M28317U	1	1	2	1	1	3	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	1	4	5	1	6	3	210.54	1	1	1
M28318V	1	2	2	1	1	2	1	2	1	1	4	2	3	1	4	1	2	1	2	2	2	2	6	7	1	4	2	264.09	1	2	2
M28321Q	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	5	5	285.29	0	2	2
M28322R	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	585.49	0	5	4
M28325U	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	488.25	0	4	4
M28326V	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	449.15	0	4	4
M28327W	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	610.54	0	5	5
M28328X	1	7	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	906.41	0	5	5
M28330R	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	602.13	0	5	5
M28333U	1	4	2	1	1	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	1	1	7	8	1	6	1	231.02	1	2	2
M28338Z	1	2	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	223.02	1	1	2
M28341U	4	12	2	1	1	2	1	2	1	1	4	2	1	1	2	2	2	1	2	2	2	2	3	4	1	2	1	410.3	0	3	4
M28343W	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	373.2	0	3	3
M28344X	1	3	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	451.13	0	4	4
M28345Y	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	566.92	0	5	5
M28346Z	1	9	2	1	1	2	1	2	1	1	4	2	3	1	4	2	1	1	2	2	2	2	5	6	1	2	2	585.96	0	5	5
M28347A	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	557.26	0	5	5
M28351W	4	12	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	577.48	0	5	5
M28352X	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	473.78	0	4	4
M28353Y	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	489.2	0	4	4
M28357C	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	5	308.05	0	3	2
M28358D	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	3	239.18	1	2	2
M28362Z	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	504.25	0	4	4
M28364B	1	2	4	1	4	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	1	2	1	393.25	0	3	3
M28367E	1	1	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	3	255.17	1	2	2
M28368F	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	1	448.1	0	4	4
M28370Z	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	359.71	0	3	3
M28372B	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	693.97	0	5	5
M28373C	1	4	2	1	1	2	1	2	1	1	4	2	3	1	4	1	2	2	2	2	2	2	5	6	1	6	3	233.14	1	2	2
M28375E	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	332.29	0	3	3
M28378H	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	220.61	1	1	2
M28379J	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	309.25	0	3	2
M28381C	1	2	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	6	177.69	1	1	1
M28390D	1	2	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	325.26	0	3	3
M28392F	3	11	4	1	4	1	1	2	1	1	1	1	2	2	4	1	2	2	2	2	2	2	4	6	1	2	3	405.87	0	3	3
M28395J	3	11	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	6	4	344.73	0	3	2
M28398M	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	519.69	0	4	4
M28399N	1	8	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	673.89	0	5	5
M28400N	1	9	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	1	5	282.61	1	2	2
M28405T	2	10	2	1	1	1	1	2	1	1	1	1	4	1	5	1	1	2	2	2	2	2	6	7	1	4	3	279.33	1	2	2
M28406U	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	3	212.25	1	1	2
M28407V	4	12	3	1	2	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	1	1	445.94	0	4	3
M28410Q	2	10	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	560.01	0	5	5
M28411R	4	12	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	348.88	0	3	3
M28412S	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	558.95	0	5	5
M28414U	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	5	6	1	6	4	151.4	1	1	1
M28416W	2	10	1	1	4	15	2	-1	1	1	4	2	6	1	7	1	2	2	2	2	2	2	7	8	1	5	5	176.39	1	1	1
M28417X	1	8	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	2	1	385.07	0	3	3
M28419Z	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	2	1	391.39	0	3	3
M28421T	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	3	542.7	0	4	4
M28422U	1	7	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	1	2	2	3	1	2	5	542.6	0	4	4
M28424W	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	556.39	0	5	4
M28425X	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	558.87	0	5	5
M28426Y	1	3	7	2	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	2	-1	6	198.11	1	1	1
M28427Z	1	8	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	527.58	0	4	4
M28429B	1	2	2	1	1	3	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	1	5	6	1	2	1	534.96	0	4	4
M28430U	1	3	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	720.15	0	5	5
M28431V	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	4	4	250.62	1	2	2
M28434Y	1	8	2	1	1	2	1	1	1	1	3	3	0	1	1	2	2	2	2	2	2	2	2	3	1	5	3	406.87	0	3	3
M28438C	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	6	225.5	1	2	1
M28439D	1	1	4	1	4	2	1	2	1	1	4	2	3	1	4	1	2	2	2	2	2	2	5	6	1	6	3	214.73	1	1	1
M28440W	1	9	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	317.57	0	3	3
M28441X	1	8	2	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	2	2	2	2	3	5	1	2	1	693.11	0	5	5
M28443Z	2	10	1	1	4	16	2	-1	4	2	1	1	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	553.56	0	4	5
M28444A	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	258.08	1	2	2
M28446C	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	840.77	0	5	5
M28450Y	1	2	1	1	4	16	2	-1	4	2	1	1	0	1	1	2	2	2	2	2	1	2	2	3	1	7	5	347.74	0	3	3
M28452A	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	590.79	0	5	5
M28453B	1	9	4	1	4	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	4	1	201.69	1	1	1
M28454C	1	6	1	1	4	15	2	-1	1	1	3	3	1	1	2	1	2	2	2	2	2	2	2	3	1	1	5	402.34	0	3	3
M28457F	1	8	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	6	7	2	2	3	208.29	1	1	1
M28460A	1	1	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	472	0	4	4
M28461B	4	12	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	385.38	0	3	4
M28464E	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	477.54	0	4	4
M28466G	1	3	4	1	4	2	1	1	1	1	4	2	2	2	4	2	2	1	2	2	2	2	4	6	1	6	1	209.51	1	1	1
M28469K	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	562.65	0	5	4
M28470C	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	2	2	2	2	2	2	3	5	1	1	3	433.29	0	4	4
M28473F	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	217.5	1	1	1
M28474G	2	10	2	1	1	1	1	2	1	1	1	1	3	1	4	1	1	2	2	2	2	2	5	6	1	5	3	175.12	1	1	1
M28475H	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	706.68	0	5	5
M28480E	1	2	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	694.8	0	5	5
M28481F	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	5	1	1	558.31	0	5	5
M28482G	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	540.45	0	4	5
M28483H	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	5	6	216.72	1	1	1
M28485K	1	3	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	312.1	0	3	3
M28486L	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	329.68	0	3	2
M28488N	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	515.98	0	4	5
M28490G	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	631.53	0	5	5
M28491H	1	2	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	567.19	0	5	5
M28495M	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	2	470.95	0	4	3
M28497P	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	611.33	0	5	5
M28498Q	2	10	3	1	2	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	430.44	0	4	4
M28500R	1	6	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	392.6	0	3	3
M28501S	1	8	3	1	2	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	2	2	856.77	0	5	5
M28502T	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	402.17	0	3	3
M28505W	2	10	2	1	1	2	1	2	1	1	4	2	5	1	6	1	1	1	2	2	2	2	7	8	1	6	1	212.8	1	1	1
M28506X	1	8	7	2	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	-1	5	408.13	0	3	3
M28508Z	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	581.31	0	5	4
M28510T	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	343.24	0	3	3
M28511U	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	602.63	0	5	5
M28514X	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	4	6	185.23	1	1	1
M28515Y	1	3	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	1	7	8	1	6	6	294.41	0	2	2
M28518B	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	6	2	190.33	1	1	1
M28520V	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	579.54	0	5	5
M28521W	1	3	2	1	1	1	1	2	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	6	1	215.79	1	1	1
M28524Z	2	10	2	1	1	2	1	1	1	1	4	2	1	1	2	2	2	1	2	2	2	2	3	4	1	1	1	622.51	0	5	5
M28530X	1	7	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	393.47	0	3	3
M28531Y	1	5	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	4	1	339.06	0	3	3
M28533A	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	3	430.46	0	4	4
M28539G	1	2	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	469.73	0	4	4
M28540Z	2	10	4	1	4	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	503.23	0	4	4
M28541A	1	5	2	1	1	5	1	1	3	3	1	1	4	1	5	1	2	1	2	2	2	2	6	7	3	4	4	127.04	1	1	1
M28545E	1	7	3	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	1	3	454.41	0	4	4
M28546F	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	508.88	0	4	5
M28550B	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	944.11	0	5	5
M28551C	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	589	0	5	5
M28552D	1	4	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	1	4	6	170.52	1	1	1
M28553E	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	401.92	0	3	3
M28557J	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	6	6	224.59	1	2	2
M28558K	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	3	487.54	0	4	4
M28561E	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	520.92	0	4	4
M28562F	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	2	521.93	0	4	4
M28563G	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	434.49	0	4	4
M28567L	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	341.27	0	3	3
M28568M	1	3	4	1	4	5	1	1	3	3	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	415.01	0	3	3
M28570F	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	707.77	0	5	5
M28571G	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	1	442.05	0	4	4
M28572H	3	11	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	503.57	0	4	4
M28575L	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	492.05	0	4	4
M28576M	3	11	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	6	6	182.08	1	1	1
M28577N	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	552.48	0	4	4
M28578P	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	769.56	0	5	5
M28579Q	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	6	174.65	1	1	1
M28582K	1	2	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	2	2	3	167.01	1	1	1
M28584M	3	11	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	468.41	0	4	3
M28585N	1	7	3	1	2	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	4	2	350.54	0	3	3
M28586P	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	650.32	0	5	5
M28587Q	1	6	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	4	1	325.32	0	3	3
M28588R	1	7	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	809.59	0	5	5
M28589S	1	3	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	201.3	1	1	1
M28590K	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	731.99	0	5	5
M28591L	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	6	6	123.18	1	1	1
M28593N	1	7	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	1	392.53	0	3	3
M28595Q	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	775.18	0	5	5
M28598T	1	9	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	5	6	204.87	1	1	1
M28600U	1	6	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	2	2	1	523.7	0	4	4
M28601V	1	6	2	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	2	2	2	2	3	5	1	2	1	419.93	0	3	3
M28606A	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	4	173.45	1	1	1
M28607B	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	1	2	3	4	1	7	5	238.26	1	2	2
M28608C	1	9	2	1	1	1	1	1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	5	6	1	4	1	228.51	1	2	2
M28613Z	1	4	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	334.89	0	3	3
M28614A	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	305.07	0	2	2
M28615B	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	-1	1	638.89	0	5	5
M28616C	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	2	6	212.08	1	1	1
M28617D	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	573.9	0	5	5
M28620Y	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	467.92	0	4	4
M28623B	4	12	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	2	5	270.94	1	2	2
M28624C	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	2	373.44	0	3	4
M28626E	1	3	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	4	1	185.75	1	1	1
M28627F	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	6	253.01	1	2	2
M28631B	1	3	4	1	4	2	1	2	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	348.02	0	3	3
M28634E	1	8	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	777.82	0	5	5
M28642E	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	5	6	173.21	1	1	1
M28644G	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	3	2	1	463.44	0	4	4
M28648L	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	602.58	0	5	5
M28652G	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	538.46	0	4	4
M28653H	1	7	1	1	4	15	2	-1	1	1	4	2	7	1	8	1	2	2	2	2	2	2	8	9	2	5	6	114.16	1	1	1
M28655K	2	10	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	615.7	0	5	5
M28656L	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	1	263.82	1	2	2
M28657M	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	401.47	0	3	4
M28658N	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	3	4	2	297.66	0	2	2
M28659P	1	2	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	186.99	1	1	1
M28661H	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	314.02	0	3	3
M28664L	1	6	1	1	4	15	2	-1	1	1	4	2	0	2	2	2	2	2	2	2	2	2	1	3	1	4	6	195.76	1	1	1
M28667P	1	2	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	326.41	0	3	3
M28668Q	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	2	3	269.19	1	2	2
M28669R	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	537.72	0	4	4
M28671K	1	1	3	1	2	2	1	1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	4	5	1	6	1	277.92	1	2	2
M28672L	1	7	2	1	1	5	1	2	4	2	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	529.07	0	4	4
M28673M	1	7	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	1	5	6	158.84	1	1	1
M28677R	1	3	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	579.67	0	5	5
M28679T	1	9	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	5	257.94	1	2	2
M28684Q	2	10	2	1	1	5	1	2	3	3	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	6	1	284.73	0	2	2
M28693R	1	2	4	1	4	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	8	9	3	1	3	173.22	1	1	1
M28694S	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	756.44	0	5	5
M28695T	1	9	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	257.58	1	2	2
M28696U	1	2	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	5	150.83	1	1	1
M28698W	1	3	2	1	1	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	4	1	2	1	449.14	0	4	4
M28701Y	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	451.71	0	4	4
M28703A	2	10	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	4	3	177.17	1	1	1
M28707E	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	549.01	0	4	4
M28708F	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	474.69	0	4	4
M28709G	1	2	4	1	4	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	6	4	163.6	1	1	1
M28711A	3	11	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	716.86	0	5	5
M28712B	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	135.79	1	1	1
M28715E	4	12	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	4	176.09	1	1	1
M28717G	2	10	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	1	5	370.22	0	3	3
M28719J	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	6	5	284.39	0	2	2
