MCSID	FACTRY00	FAREGN00	FDRSPO00	FDMINT00	FDPINT00	FDHTYP00	FDHTYS00	FDRELP00	FDNATM00	FDMINH00	FDNATF00	FDFINH00	FDOTHS00	FDNOCM00	FDTOTS00	FDNSIB00	FDHSIB00	FDSSIB00	FDASIB00	FDFSIB00	FDGPAR00	FDOTHA00	FDNUMH00	FDTOTP00	FDHLAN00	FDROOW00	FDCWRK00	FOEDE000	FOEDP000	FOECDUK0	FOECDSC0
M12580C	1	4	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	650.38	0	5	5
M12584G	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	532.47	0	4	5
M12586J	1	2	4	1	4	1	1	1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	7	8	1	4	1	211.18	1	1	1
M12589M	1	7	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	671.54	0	5	5
M12592G	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	346.83	0	3	2
M12595K	2	10	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	8	3	270.43	1	2	2
M12600P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	10	1	450.66	0	4	4
M12602R	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	469.69	0	4	4
M12603S	2	10	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	486.64	0	4	4
M12604T	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	522.65	0	4	4
M12605U	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	463.65	0	4	4
M12608X	4	12	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	511.36	0	4	5
M12609Y	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	725.27	0	5	5
M12611S	1	9	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	1	6	198.78	1	1	1
M12612T	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	262.65	1	2	2
M12614V	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	6	5	349.7	0	3	3
M12615W	2	10	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	216.09	1	1	1
M12616X	1	4	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	4	4	145.87	1	1	1
M12620T	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	492.99	0	4	4
M12621U	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	630.91	0	5	5
M12622V	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	6	226.48	1	2	2
M12628B	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	533.22	0	4	4
M12631W	1	8	2	1	1	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	484.82	0	4	4
M12632X	3	11	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	542.18	0	4	4
M12633Y	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	2	3	221.84	1	1	2
M12636B	1	8	2	1	1	2	1	1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	770.19	0	5	5
M12638D	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	642.2	0	5	5
M12640X	1	8	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	777.82	0	5	5
M12641Y	1	2	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	2	2	4	217.47	1	1	1
M12646D	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	289.7	0	2	2
M12648F	1	8	2	1	1	2	1	1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	5	6	1	2	1	598.53	0	5	5
M12649G	1	6	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	3	2	3	158.45	1	1	1
M12651A	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	386.41	0	3	3
M12653C	4	12	4	1	4	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	2	1	268.54	1	2	2
M12654D	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	2	3	280.36	1	2	2
M12655E	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	5	269.81	1	2	2
M12657G	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	627.26	0	5	5
M12659J	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	4	4	140.11	1	1	1
M12660B	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	529.87	0	4	4
M12661C	1	9	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	6	1	392.41	0	3	3
M12663E	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	362.45	0	3	3
M12668K	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	494.35	0	4	4
M12670D	1	4	1	1	4	16	2	-1	3	3	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	306.23	0	2	3
M12671E	1	4	4	1	4	3	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	1	2	3	1	2	1	388.33	0	3	3
M12672F	2	10	4	1	4	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	405.96	0	3	4
M12679N	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	6	6	170.63	1	1	1
M12683J	1	6	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	529.27	0	4	4
M12685L	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	705.68	0	5	5
M12687N	1	9	4	1	4	2	1	2	1	1	3	3	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	445.57	0	4	4
M12688P	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	616.09	0	5	5
M12689Q	1	3	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	5	3	136.89	1	1	1
M12695N	1	1	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	358.23	0	3	3
M12698R	1	3	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	2	2	3	181.75	1	1	1
M12701T	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	1	5	6	1	2	1	870.36	0	5	5
M12704W	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	674.89	0	5	5
M12707Z	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	6	119.78	1	1	1
M12708A	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	613.09	0	5	5
M12709B	1	1	4	1	4	2	1	2	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	5	3	224.25	1	2	2
M12711V	1	6	1	1	4	15	2	-1	1	1	4	2	4	1	5	1	1	2	2	2	2	2	5	6	1	2	5	410.4	0	3	3
M12712W	1	1	2	1	1	2	1	1	1	1	4	2	3	1	4	1	1	2	2	2	1	2	6	7	1	7	3	312.09	0	3	3
M12714Y	1	4	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	2	6	246.99	1	2	2
M12715Z	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	554.56	0	4	4
M12716A	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	373.13	0	3	3
M12718C	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	849.67	0	5	5
M12720W	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	6	183.61	1	1	1
M12722Y	1	5	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	297.35	0	2	2
M12726C	1	9	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	1	1	1	219.37	1	1	1
M12727D	1	1	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	6	5	290.69	0	2	2
M12729F	1	5	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	612.46	0	5	5
M12730Y	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	4	5	269.87	1	2	2
M12731Z	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	6	191.44	1	1	1
M12732A	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	424.22	0	4	4
M12733B	1	9	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	4	1	297.07	0	2	2
M12736E	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	503.08	0	4	4
M12740A	3	11	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	3	837.76	0	5	5
M12742C	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	285.39	0	2	2
M12744E	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	408.46	0	3	4
M12748J	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	698.74	0	5	5
M12750C	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	6	4	139.07	1	1	1
M12751D	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	228.12	1	2	2
M12754G	1	5	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	516.6	0	4	4
M12756J	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	432.91	0	4	4
M12757K	1	5	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	6	1	275.13	1	2	2
M12761F	1	8	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	3	421.84	0	4	3
M12762G	4	12	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	6	6	189.6	1	1	1
M12763H	1	9	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	366.33	0	3	3
M12765K	2	10	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	712.26	0	5	5
M12769P	4	12	4	1	4	2	1	2	1	1	4	2	1	1	2	2	2	1	2	2	2	2	3	4	1	6	1	376.62	0	3	4
M12772J	1	6	2	1	1	2	1	1	1	1	4	2	4	1	5	1	2	1	2	2	2	2	6	7	3	2	1	153.16	1	1	1
M12773K	2	10	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	428.95	0	4	4
M12775M	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	6	215.66	1	1	1
M12776N	1	5	3	1	2	3	1	2	1	1	4	2	2	1	3	1	1	2	2	2	2	1	4	5	1	4	1	218.89	1	1	1
M12778Q	4	12	2	1	1	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	493.2	0	4	5
M12781K	1	5	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	196.65	1	1	1
M12782L	1	6	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	4	-1	3	189.36	1	1	1
M12783M	1	3	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	1	3	161.3	1	1	1
M12792N	1	5	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	1	5	431.15	0	4	4
M12798U	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	4	180.62	1	1	1
M12799V	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	349.56	0	3	3
M12800V	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	423.42	0	4	4
M12803Y	1	5	3	1	2	2	1	1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	3	4	1	2	2	342.7	0	3	3
M12807C	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	374.59	0	3	3
M12810X	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	2	1	329.83	0	3	3
M12813A	1	1	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	2	258.48	1	2	2
M12814B	3	11	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	6	210.71	1	1	1
M12816D	1	3	1	1	4	21	2	-1	3	3	4	2	1	1	2	2	2	2	2	1	2	2	2	3	1	2	5	340.7	0	3	3
M12817E	4	12	4	1	4	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	4	1	186.42	1	1	1
M12821A	2	10	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	1	3	399.28	0	3	3
M12822B	1	6	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	313.18	0	3	3
M12823C	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	2	3	355.38	0	3	3
M12825E	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	4	5	4	135.78	1	1	1
M12828H	1	2	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	469.3	0	4	4
M12830B	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	6	196.16	1	1	1
M12832D	2	10	1	1	4	16	2	-1	4	2	1	1	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	191.15	1	1	1
M12835G	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	380.07	0	3	3
M12836H	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	579.83	0	5	5
M12838K	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	628.74	0	5	5
M12842F	1	3	2	1	1	1	1	1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	5	6	1	5	1	243.8	1	2	2
M12843G	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	369.57	0	3	3
M12844H	1	9	2	1	1	2	1	1	1	1	4	2	3	1	4	2	1	2	2	2	2	2	5	6	1	4	1	244.62	1	2	2
M12845J	3	11	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	1	2	5	6	1	7	5	260.29	1	2	1
M12846K	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	582.12	0	5	4
M12847L	1	3	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	4	6	189.95	1	1	1
M12857N	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	6	212.52	1	1	1
M12860H	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	403.58	0	3	4
M12862K	1	3	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	289.56	0	2	2
M12863L	1	2	4	1	4	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	4	165.65	1	1	1
M12865N	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	645.28	0	5	5
M12867Q	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	667.73	0	5	5
M12869S	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	-1	1	384.06	0	3	3
M12872M	1	6	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	749.91	0	5	5
M12873N	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	1	11	12	4	2	1	393.37	0	3	3
M12874P	1	3	1	1	4	21	2	-1	4	2	4	2	0	1	1	2	2	2	2	2	2	1	1	2	2	1	6	231.93	1	2	2
M12875Q	1	5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	640.68	0	5	5
M12876R	1	4	2	1	1	2	1	1	1	1	4	2	3	1	4	2	1	2	2	2	2	2	5	6	1	2	3	392.97	0	3	3
M12877S	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	373.88	0	3	3
M12880M	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	1	3	4	4	4	6	211.68	1	1	1
M12881N	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	1	1	509.74	0	4	4
M12882P	1	2	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	10	5	242.63	1	2	2
M12883Q	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	303.71	0	2	2
M12884R	2	10	4	1	4	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	4	1	356.48	0	3	3
M12885S	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	696.58	0	5	5
M12886T	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	367.06	0	3	4
M12887U	1	5	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	463.02	0	4	4
M12889W	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	1	6	7	3	4	3	247.21	1	2	2
M12890P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	651.98	0	5	5
M12891Q	1	2	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	336.68	0	3	3
M12895U	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	466.86	0	4	4
M12898X	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	315.02	0	3	3
M12901Z	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	410.16	0	3	3
M12902A	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	4	5	281.86	1	2	2
M12905D	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	520.4	0	4	4
M12907F	2	10	8	2	4	5	1	2	4	2	1	1	2	1	3	1	2	1	2	2	2	2	4	5	1	-1	1	434.08	0	4	4
M12912C	3	11	4	1	4	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	921.4	0	5	5
M12914E	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	397.7	0	3	4
M12915F	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	458.37	0	4	4
M12916G	4	12	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	1	5	375.44	0	3	4
M12919K	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	1	4	5	1	2	5	348.29	0	3	3
M12924G	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	1	2	6	7	4	4	4	114.31	1	1	1
M12928L	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	5	238.97	1	2	2
M12930E	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	787.39	0	5	5
M12933H	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	332.71	0	3	3
M12944L	3	11	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	511.38	0	4	4
M12949R	3	11	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	3	430.41	0	4	3
M12953M	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	4	5	1	2	1	478.46	0	4	4
M12957R	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	474.06	0	4	4
M12962N	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	517.25	0	4	5
M12963P	1	1	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	505.94	0	4	4
M12965R	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	565.69	0	5	5
M12966S	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	406.6	0	3	3
M12967T	1	2	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	2	6	6	137.51	1	1	1
M12968U	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	533.33	0	4	4
M12971P	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	5	6	194.21	1	1	1
M12974S	1	7	8	2	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	-1	4	192.42	1	1	1
M12975T	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	4	4	170.02	1	1	1
M12981R	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	601.83	0	5	5
M12983T	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	705.25	0	5	5
M12984U	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	1	2	2	2	2	2	5	6	1	4	1	376.02	0	3	3
M12987X	1	8	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	691.94	0	5	5
M12988Y	1	7	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	6	156.79	1	1	1
M12989Z	1	9	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	1	429.76	0	4	4
M12991T	3	11	1	1	4	21	2	-1	4	2	4	2	0	1	1	2	2	2	2	2	2	-2	1	2	1	-1	11	127.14	1	1	1
M12992U	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	213.33	1	1	1
M12995X	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	4	3	160.88	1	1	1
M12996Y	1	3	1	1	4	16	2	-1	3	3	1	1	1	1	2	1	2	2	2	2	2	1	7	8	2	1	5	302.08	0	2	2
M12997Z	1	3	4	1	4	5	1	1	4	2	1	1	3	1	4	1	1	2	2	2	2	2	5	6	1	2	1	333.13	0	3	3
M12999B	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	636.69	0	5	5
M13000Z	1	6	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	422.18	0	4	3
M13005E	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	323.69	0	3	3
M13008H	1	7	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	2	3	238.01	1	2	2
M13014F	1	2	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	5	6	128.02	1	1	1
M13015G	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	759.89	0	5	5
M13017J	4	12	1	1	4	16	2	-1	3	3	1	1	3	1	4	1	2	2	2	2	2	2	4	5	1	1	6	170.64	1	1	1
M13019L	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	486.47	0	4	5
M13021E	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	-1	1	377.15	0	3	4
M13022F	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	570.41	0	5	5
M13024H	1	2	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	563.94	0	5	5
M13025J	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	529.23	0	4	4
