MCSID	GDHTYP00	GDHTYS00	GDRELP00	GDNATM00	GDMINH00	GDNATF00	GDFINH00	GDOTHS00	GDNOCM00	GDTOTS00	GDNSIB00	GDHSIB00	GDSSIB00	GDASIB00	GDFSIB00	GDGPAR00	GDOTHA00	GDNUMH00	GDTOTP00
M21076S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21077T	17	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M21081P	2	1	2	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	6	7
M21086U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21089X	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21091R	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M21094U	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21096W	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21099Z	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21101A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21103C	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21104D	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21106F	-1	-1	-1	-1	-1	-1	-1	1	1	2	1	2	2	2	2	2	1	3	4
M21108H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21110B	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M21111C	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21113E	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M21114F	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21115G	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21117J	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21122F	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21124H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21129N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21131G	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M21132H	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21134K	15	2	-1	1	1	-1	-1	5	1	6	1	2	2	2	2	2	2	7	8
M21135L	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21141J	2	1	1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	5	6
M21144M	-1	-1	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	1	2
M21150K	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21152M	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21154P	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M21155Q	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21156R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21159U	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21160M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21161N	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21166T	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21167U	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21168V	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M21170P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21177W	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21178X	15	2	-1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21182T	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	1	2	8	9
M21183U	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21184V	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21188Z	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M21189A	15	2	-1	1	1	-1	-1	5	1	6	1	2	2	2	2	2	2	7	8
M21192V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21195Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21196Z	15	2	-1	1	1	-1	-1	4	1	5	1	2	2	2	2	2	2	6	7
M21197A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21200C	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21206J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21207K	15	2	-1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	3	4
M21209M	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M21213H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21214J	2	1	1	1	1	-1	-1	5	1	6	1	1	2	2	2	2	2	8	9
M21216L	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	5	6
M21219P	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21226N	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21227P	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21233M	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M21234N	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21235P	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	1	6	7
M21237R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21241M	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21245R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21246S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21247T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21249V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21250N	2	1	2	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	5	6
M21251P	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21252Q	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21255T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21256U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21259X	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21260Q	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21261R	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21262S	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21265V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21267X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21270S	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M21271T	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21277Z	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21279B	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21280U	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21282W	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21283X	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21289D	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21290W	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21291X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21296C	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M21297D	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21298E	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21300F	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21301G	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	4	5
M21302H	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21304K	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21305L	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M21310H	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21311J	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M21314M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21315N	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21316P	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	-2	5	6
M21317Q	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	1	2	7	8
M21318R	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21320K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21321L	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21325Q	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21326R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21329U	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21330M	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21338V	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21339W	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21340P	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21343S	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21344T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21346V	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21349Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21352T	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21355W	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21357Y	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21358Z	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21360T	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21362V	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21363W	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21364X	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	1	2	6	7
M21372X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21375A	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21376B	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21377C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21381Y	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21384B	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	5	6
M21385C	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21386D	-1	-1	-1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	2	2	1	2
M21387E	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21388F	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21390Z	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21391A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	6	7
M21394D	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	9	10
M21403M	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21406Q	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21407R	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21409T	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21410L	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21414Q	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21415R	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21417T	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9
M21419V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21421P	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21429X	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21431R	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21432S	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	4	5
M21434U	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21435V	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21436W	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21438Y	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	-2	6	7
M21440S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21442U	-1	-1	-1	-1	-1	-1	-1	2	1	3	2	1	2	2	2	2	2	3	4
M21446Y	15	2	-1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5
M21449B	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	1	2	4	5
M21450U	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21452W	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21453X	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21454Y	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21457B	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21458C	16	2	-1	-1	-1	1	1	0	1	1	2	2	2	2	2	2	2	2	3
M21462Y	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21469F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21470Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21474C	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21476E	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21481B	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21484E	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21485F	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21486G	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21487H	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21488J	15	2	-1	2	1	-1	-1	3	1	4	1	2	2	2	2	2	2	6	7
M21493F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21502P	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21506T	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21507U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21511Q	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21513S	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21515U	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21517W	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	1	2	6	7
M21519Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21522T	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21526X	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	2	5	6
M21527Y	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21528Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21530T	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21535Y	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21536Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21537A	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21538B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21546B	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21548D	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21552Z	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21555C	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21556D	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21558F	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21560Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21561A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	6	7
M21563C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21566F	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21569J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21571C	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21572D	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21573E	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	1	4	5
M21577J	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21578K	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	9	10
M21579L	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21580D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21582F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21583G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	5	6
M21585J	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21587L	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21588M	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M21590F	2	1	2	1	1	-1	-1	4	1	5	2	1	2	2	2	2	2	7	8
M21591G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21597N	2	1	2	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M21598P	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	1	4	5
M21602S	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21605V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21606W	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21609Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21615X	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M21618A	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21620U	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	1	7	8
M21621V	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21623X	2	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	5	6
M21624Y	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21626A	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21629D	15	2	-1	1	1	-1	-1	2	1	3	1	1	2	2	2	2	2	4	5
M21631X	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21633Z	16	2	-1	-1	-1	1	1	1	1	2	1	2	2	2	2	2	2	3	4
M21634A	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M21637D	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	5	6
M21638E	2	1	1	1	1	-1	-1	1	1	2	2	1	2	2	2	2	2	4	5
M21640Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21641Z	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21643B	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21644C	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21648G	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21650A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21654E	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M21659K	11	1	1	-1	-1	-1	-1	0	1	1	2	2	2	2	2	1	1	6	7
M21660C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21663F	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	5	6
M21664G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21665H	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	4	5
M21673H	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	4	5
M21675K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21676L	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21679P	15	2	-1	1	1	-1	-1	3	1	4	1	2	2	2	2	2	2	5	6
M21680G	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	6	7
M21687P	15	2	-1	1	1	-1	-1	2	2	4	1	2	2	2	2	2	2	5	7
M21688Q	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	7	8
M21693M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21695P	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	4	6
M21697R	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	1	1	11	12
M21698S	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21699T	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21700T	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21702V	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21703W	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21704X	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21709C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21712X	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21714Z	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21717C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21721Y	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21724B	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	2	5	6
M21725C	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21726D	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21730Z	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21731A	3	1	2	1	1	-1	-1	1	1	2	2	1	2	2	2	2	1	4	5
M21735E	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21737G	2	1	2	1	1	-1	-1	2	1	3	2	2	1	2	2	2	2	5	6
M21740B	2	1	1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	4	5
M21741C	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21742D	2	1	2	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	6	7
M21751E	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21752F	4	1	1	1	1	-1	-1	3	1	4	2	1	2	2	2	2	2	6	7
M21753G	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21755J	15	2	-1	1	1	-1	-1	2	1	3	1	2	2	2	2	2	2	4	5
M21758M	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21759N	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21761G	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	6	7
M21762H	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21766M	2	1	2	1	1	-1	-1	6	1	7	2	1	2	2	2	2	2	9	10
M21768P	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21773L	15	2	-1	1	1	-1	-1	3	1	4	1	1	2	2	2	2	2	5	6
M21775N	-1	-1	-1	-1	-1	-1	-1	0	0	0	2	2	2	2	2	2	2	0	0
M21777Q	3	1	2	1	1	-1	-1	1	1	2	1	2	2	2	2	2	1	5	6
M21778R	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21779S	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21780K	15	2	-1	1	1	-1	-1	1	1	2	1	2	2	2	2	2	2	3	4
M21781L	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21782M	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	3	4
M21783N	15	2	-1	1	1	-1	-1	0	1	1	2	2	2	2	2	2	2	2	3
M21784P	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21786R	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21787S	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21788T	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	6	7
M21791N	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
M21795S	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	4	5
M21800W	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	3	4
M21804A	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	5	6
