MCSID	GPNUM00	GDEEA00	GDEWA00	GDESA00	GDENA00	GD06E00	GD11E00	GD08E00	GDRES00	GDREL00	GDAGI00	GDGAI00	GDSAM00	GDLST00
M15964C	2	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M25185N	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M27345U	5	-1	-1	-1	-1	1	1	1	7	10	42	4	1	2
M27345U	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	1
M32892B	1	-1	-1	-1	-1	1	1	1	2	7	61	5	1	2
M32892B	2	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M28307S	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M28307S	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M14445E	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M14445E	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M15102N	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M15102N	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M22967Y	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M16203W	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M11956L	2	-1	-1	-1	-1	6	11	8	1	7	51	5	1	1
M23164Z	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	1
M24398V	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M24398V	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M28399N	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M28399N	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M24597A	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M24340B	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M24340B	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M11929H	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M11929H	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M20874L	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M12096V	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M33794E	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M33794E	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M32703F	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M32703F	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M10461N	2	-1	-1	-1	-1	1	1	1	2	7	39	3	1	2
M10461N	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M19647J	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M19647J	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M30254T	1	-1	-1	-1	-1	1	1	1	1	7	57	5	1	1
M30254T	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M11008Z	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M11008Z	5	-1	-1	-1	-1	1	1	1	8	10	62	5	1	2
M20630S	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M22149W	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M22149W	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M26116D	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M26116D	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M23498U	2	-1	-1	-1	-1	1	1	1	2	7	44	4	2	1
M26276U	2	-1	-1	-1	-1	6	11	8	2	7	51	5	1	2
M26276U	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M16366Q	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M16366Q	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M20447V	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M20447V	3	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M10845A	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M10845A	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M34746A	2	-1	-1	-1	-1	-1	-1	-1	2	7	49	4	-1	-1
M34746A	1	-1	-1	-1	-1	-1	-1	-1	1	7	48	4	-1	-1
M32328C	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	2
M32328C	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M15336E	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M11359V	1	-1	-1	-1	-1	4	5	5	1	7	48	4	1	1
M25411D	5	-1	-1	-1	-1	1	1	1	8	10	48	4	1	2
M25411D	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M18787R	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M22095Z	1	-1	-1	-1	-1	-1	-1	-1	1	7	44	4	-1	-1
M18554A	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M18554A	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M21875R	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M21875R	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M29610A	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M20770D	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	-1
M20770D	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M32128W	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M17087Q	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	-1
M17087Q	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M12765K	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M12765K	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M35837G	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M35837G	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M22725G	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M19342U	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M19342U	2	-1	-1	-1	-1	1	1	1	2	7	68	5	1	2
M20468A	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M20468A	5	-1	-1	-1	-1	1	1	1	8	10	55	5	1	2
M20649D	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M20649D	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M32160W	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M32160W	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M16302Y	4	-1	-1	-1	-1	1	1	1	8	10	47	4	1	2
M26272Q	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M26272Q	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	4
M28416W	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M29216U	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M22063R	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	4
M22063R	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	4
M21454Y	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M14484M	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M34837C	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	4
M34837C	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M12298D	2	-1	-1	-1	-1	1	1	1	2	7	46	4	1	2
M12298D	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M29647P	2	-1	-1	-1	-1	1	1	1	1	7	40	4	2	1
M29647P	1	-1	-1	-1	-1	1	1	1	2	7	41	4	2	2
M11689L	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M11689L	1	-1	-1	-1	-1	1	1	1	1	7	58	5	1	1
M34612M	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M16638V	1	-1	-1	-1	-1	1	1	1	1	7	33	3	1	1
M18224K	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M31530Y	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M27403M	1	-1	-1	-1	-1	1	1	1	1	7	48	4	2	1
M27403M	2	-1	-1	-1	-1	1	1	1	2	7	49	4	2	4
M12485E	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M27389G	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M24914T	1	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M10143B	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M10143B	4	-1	-1	-1	-1	1	1	1	8	10	45	4	1	2
M18534W	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M29448J	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M29448J	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M27837K	2	-1	-1	-1	-1	1	1	1	2	7	38	3	1	1
M31507Z	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M26616U	1	-1	-1	-1	-1	1	1	1	1	7	36	3	1	1
M24622J	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M28591L	9	-1	1	-1	-1	1	1	1	5	9	43	4	2	1
M22865T	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M30235Q	1	-1	-1	-1	-1	1	1	1	1	7	34	3	1	1
M23224U	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M23224U	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M27050G	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M27050G	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M16778G	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M28991Y	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M23140R	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M34637W	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M34637W	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M13530W	2	-1	-1	-1	-1	1	1	1	2	7	52	5	2	2
M13530W	1	-1	-1	-1	-1	1	1	1	1	7	51	5	2	1
M34864F	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M13878X	2	-1	1	-1	-1	1	1	1	9	17	58	5	1	1
M22581J	1	-1	-1	-1	-1	1	1	1	1	7	34	3	1	1
M26160H	1	-1	-1	-1	-1	1	1	1	1	7	55	5	1	1
M26160H	2	-1	-1	-1	-1	1	1	1	2	7	57	5	1	4
M35294X	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M35294X	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M15767Z	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	1
M12367Z	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M31812F	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M31812F	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M28443Z	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	1
M28520V	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M28520V	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M19299J	2	-1	-1	-1	-1	1	1	1	2	7	56	5	1	2
M19299J	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M21922F	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M21922F	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M32781V	2	-1	-1	-1	-1	1	1	1	2	7	41	4	1	1
M32781V	5	-1	-1	-1	-1	1	1	1	8	10	38	3	1	2
M11944G	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M28081T	4	-1	13	-1	-1	5	8	7	2	7	44	4	-1	-1
M28081T	1	-1	-1	-1	-1	5	9	8	1	7	50	5	1	1
M28900D	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M28551C	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M25664Y	2	-1	-1	-1	-1	-1	-1	-1	1	7	52	5	-1	-1
M11564Y	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M11564Y	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M31716G	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M31716G	3	-1	-1	-1	-1	1	1	1	8	10	53	5	1	2
M27667K	1	-1	-1	-1	-1	6	6	8	2	7	54	5	2	2
M27667K	2	-1	-1	-1	-1	6	6	8	1	7	41	4	2	1
M20170K	1	-1	-1	-1	-1	1	1	1	1	7	57	5	1	1
M20170K	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	-1
M24475R	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M33555R	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M29884A	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M19309T	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M19309T	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	4
M27650A	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M15886F	1	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M18776N	2	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M14030K	1	-1	-1	-1	-1	1	1	1	2	7	65	5	1	2
M14030K	2	-1	-1	-1	-1	1	1	1	1	7	58	5	1	1
M32045U	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M24875D	6	-1	-1	-1	-1	-1	-1	-1	2	7	48	4	-1	-1
M26972M	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M27176V	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M27176V	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M26978T	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M26978T	3	-1	-1	1	-1	1	1	1	8	10	39	3	1	4
M23828S	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M11997V	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M11997V	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M31263Y	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M31263Y	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M33609N	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	-1
M33609N	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M17874K	1	-1	-1	-1	-1	1	1	1	1	7	57	5	1	1
M17874K	2	-1	-1	-1	-1	1	1	1	2	7	66	5	1	2
M24686A	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M24686A	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M31264Z	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M20772F	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M30027J	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M30027J	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M24767A	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M24767A	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M17664B	4	-1	-1	-1	-1	1	1	1	8	10	59	5	1	2
M17664B	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M28122K	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M28122K	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M16632P	2	-1	-1	-1	-1	1	1	1	2	7	59	5	1	2
M16632P	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M26319N	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M26319N	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M26248Q	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M26248Q	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M25422G	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M25422G	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M11931B	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M21446Y	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M19279E	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M19279E	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M31268D	2	-1	-1	-1	-1	1	1	1	2	7	48	4	2	1
M28944R	4	-1	-1	-1	-1	1	1	1	8	10	47	4	1	2
M28944R	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M13897A	1	-1	-1	-1	-1	6	6	8	2	7	52	5	1	4
M13897A	2	-1	-1	-1	-1	6	11	8	1	7	52	5	1	1
M21916H	2	-1	-1	-1	-1	-1	-1	-1	1	7	50	5	-1	-1
M30204H	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M32182C	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M19712A	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M19712A	4	-1	-1	2	-1	1	1	1	8	10	40	4	-1	-1
M10096M	1	-1	-1	-1	-1	1	1	1	1	7	41	4	2	1
M10096M	2	-1	-1	-1	-1	1	1	1	2	7	44	4	2	2
M24527L	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M24527L	2	-1	-1	-1	-1	1	1	1	2	7	42	4	1	2
M14943T	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M14943T	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M15632K	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	2
M15632K	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M10568Y	2	-1	-1	-1	-1	-1	-1	-1	2	7	50	5	-1	-1
M10568Y	1	-1	-1	-1	-1	-1	-1	-1	1	7	43	4	-1	-1
M33695C	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M33695C	9	1	-1	-1	-1	1	1	1	26	20	51	5	-1	-1
M31226T	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M17312E	2	-1	-1	-1	-1	-1	-1	-1	1	7	43	4	-1	-1
M17312E	1	-1	-1	-1	-1	-1	-1	-1	2	7	44	4	-1	-1
M16547T	2	-1	-1	-1	-1	-1	-1	-1	1	7	45	4	-1	-1
M13507X	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M13507X	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M23272C	4	-1	-1	-1	-1	1	1	1	8	10	60	5	1	2
M23272C	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M33960A	1	-1	-1	-1	-1	-1	-1	-1	1	7	53	5	-1	-1
M21421P	5	-1	-1	1	-1	1	1	1	8	10	50	5	-1	-1
M21421P	1	-1	-1	-1	-1	-1	-1	-1	1	7	49	4	-1	-1
M23103L	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M30488K	2	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M30565F	4	-1	-1	1	-1	1	1	1	7	10	46	4	-1	-1
M30565F	2	-1	-1	-1	-1	-1	-1	-1	2	7	51	5	-1	-1
M26577E	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M26577E	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M35060F	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M35060F	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M13438B	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M13438B	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M10126A	2	-1	-1	-1	-1	1	1	1	2	7	59	5	1	2
M34386W	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M34386W	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M21358Z	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M21358Z	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M20795N	2	-1	-1	-1	-1	1	1	1	2	7	53	5	1	2
M20795N	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M19333T	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M35713V	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M35713V	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M26425P	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M12912C	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M20465X	1	-1	-1	-1	-1	1	1	1	1	7	60	5	1	1
M25515L	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M25515L	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M21192V	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M25203X	1	-1	-1	-1	-1	1	1	1	1	7	35	3	1	1
M25203X	2	-1	-1	-1	-1	1	1	1	2	7	37	3	1	2
M23265D	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M23265D	2	-1	-1	-1	-1	1	1	1	2	7	59	5	1	2
M12402K	1	-1	-1	-1	-1	1	1	1	1	7	32	3	1	1
M12402K	4	-1	-1	-1	-1	1	1	1	2	7	35	3	1	2
M24814Q	2	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M24814Q	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M31369H	1	-1	-1	-1	-1	1	1	1	1	7	56	5	1	1
M26201Z	1	-1	-1	-1	-1	1	1	1	1	7	40	4	1	1
M14318Y	2	-1	-1	-1	-1	1	1	1	2	7	60	5	1	2
M14318Y	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M25697H	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M28546F	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M28546F	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M32828T	1	-1	-1	-1	-1	1	1	1	1	7	53	5	1	1
M32828T	2	-1	-1	-1	-1	1	1	1	2	7	51	5	1	2
M12165R	2	-1	-1	-1	-1	1	1	1	2	7	40	4	2	2
M12165R	1	-1	-1	-1	-1	1	1	1	1	7	39	3	2	1
M21933J	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M25463R	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M31038R	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M31038R	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M32848X	1	-1	-1	-1	-1	1	1	1	1	7	56	5	2	1
M19797X	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M24470L	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M24470L	1	-1	-1	-1	-1	1	1	1	1	7	51	5	1	1
M21726D	2	-1	-1	-1	-1	1	1	1	2	7	40	4	1	2
M21726D	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M13769T	1	-1	-1	-1	-1	1	1	1	1	7	39	3	1	1
M33272H	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M33272H	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M10492V	2	-1	-1	-1	-1	1	1	1	2	7	42	4	1	1
M17518S	2	-1	-1	-1	-1	1	1	1	2	7	55	5	1	2
M17518S	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M10537R	1	-1	-1	-1	-1	1	1	1	1	7	38	3	1	1
M26098U	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	2
M26098U	1	-1	-1	-1	-1	6	11	8	1	7	48	4	1	1
M34956J	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M15984G	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M15984G	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	4
M30322N	1	-1	-1	-1	-1	1	1	1	2	7	57	5	1	2
M30322N	2	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M16137D	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M16137D	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M26077P	1	-1	-1	-1	-1	1	1	1	1	7	37	3	1	1
M24606J	4	-1	-1	-1	-1	1	1	1	2	7	45	4	1	2
M24606J	1	-1	-1	-1	-1	1	1	1	1	7	45	4	1	1
M33109X	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M33109X	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M31397M	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M31397M	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M30181T	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M30181T	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M13144Q	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M13144Q	1	-1	-1	-1	-1	1	1	1	1	7	47	4	1	1
M16019Y	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M16019Y	2	-1	-1	-1	-1	1	1	1	2	7	43	4	1	2
M32513B	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M22040J	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M22040J	6	-1	-1	-1	1	1	1	1	26	20	48	4	2	2
M17359V	2	-1	-1	-1	-1	1	1	1	2	7	58	5	1	1
M12039L	2	-1	-1	-1	-1	1	1	1	2	7	44	4	1	2
M29669V	2	-1	-1	-1	-1	1	1	1	2	7	52	5	1	2
M29669V	1	-1	-1	-1	-1	1	1	1	1	7	50	5	1	1
M15224X	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M15224X	1	-1	-1	-1	-1	1	1	1	1	7	54	5	1	1
M12240K	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	4
M12240K	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	4
M13353X	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M21768P	1	-1	-1	-1	-1	1	1	1	1	7	43	4	1	1
M19378G	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M16508L	2	-1	-1	-1	-1	-1	-1	-1	2	7	45	4	-1	-1
M16508L	1	-1	-1	-1	-1	-1	-1	-1	1	7	45	4	-1	-1
M10675A	2	-1	-1	-1	-1	1	1	1	2	7	54	5	1	4
M10675A	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M15660P	1	-1	-1	-1	-1	-1	-1	-1	1	7	37	3	-1	-1
M17322G	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M21233M	2	-1	-1	-1	-1	1	1	1	2	7	47	4	2	2
M21233M	1	-1	-1	-1	-1	1	1	1	1	7	43	4	2	1
M27684L	1	-1	-1	-1	-1	1	1	1	1	7	42	4	1	1
M35245N	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M35245N	1	-1	-1	-1	-1	1	1	1	1	7	48	4	1	1
M13561D	2	-1	-1	-1	-1	1	1	1	2	7	47	4	1	2
M13561D	1	-1	-1	-1	-1	1	1	1	1	7	49	4	1	1
M17627W	2	-1	-1	-1	-1	1	1	1	2	7	49	4	1	2
M17627W	1	-1	-1	-1	-1	1	1	1	1	7	46	4	1	1
M22837P	2	-1	-1	-1	-1	1	1	1	2	7	50	5	1	2
M22837P	1	-1	-1	-1	-1	1	1	1	1	7	52	5	1	1
M15850T	1	-1	-1	-1	-1	3	3	3	1	7	45	4	1	1
M18901Z	2	-1	-1	-1	-1	1	1	1	2	7	48	4	1	2
M18901Z	1	-1	-1	-1	-1	1	1	1	1	7	44	4	1	1
M31326W	1	-1	-1	-1	-1	1	1	1	1	7	41	4	1	1
M34581X	2	-1	-1	-1	-1	1	1	1	8	10	49	4	1	2
