MCSID	GCNUM00	GCCHIC100	GCNAEX00	GCNAEG1	GCNAEG2	GCNAEG3	GCNAAS0A	GCNAAS0B	GCNAAS0C	GCNAAS0D	GCNAAS0E	GCNAAS0F	GCNAAS0G	GCNAAS0H	GCNAAS0I	GCNAAS0J
M23873X	1	1	5	2	1	4	5	1	2	3	1	5	1	3	2	2
M23876A	1	1	5	2	1	4	5	1	5	5	2	3	1	4	2	2
M23878C	1	1	5	2	1	4	5	2	3	4	1	4	4	4	4	5
M23880W	1	1	2	2	2	4	3	4	2	3	4	4	4	5	2	4
M23882Y	1	1	5	2	1	4	5	1	3	4	3	5	4	4	2	1
M23883Z	1	1	5	2	1	4	5	4	3	6	6	6	6	6	6	6
M23894C	1	1	5	2	1	6	5	5	4	6	6	6	6	6	6	2
M23895D	1	1	5	2	1	4	5	1	3	4	1	5	5	4	5	2
M23901J	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M23902K	1	1	5	2	1	4	5	2	3	3	2	2	2	3	2	3
M23903L	1	1	5	2	1	4	5	4	4	1	4	3	6	6	6	6
M23908R	1	1	5	2	1	4	1	1	3	5	5	4	4	5	2	5
M23909S	1	1	5	2	1	3	5	3	4	3	4	3	4	3	4	3
M23913N	1	1	5	2	1	4	5	1	3	4	3	5	4	4	2	6
M23914P	1	1	5	2	3	2	3	2	3	2	4	5	1	4	1	3
M23920M	1	1	5	2	1	4	5	1	3	6	1	6	6	6	6	6
M23921N	1	1	5	2	1	4	5	1	3	6	1	5	6	6	6	6
M23925S	1	1	5	2	2	3	5	4	3	2	3	5	5	2	1	3
M23926T	1	1	5	2	1	4	5	1	3	4	1	5	6	4	6	6
M23927U	2	1	5	2	1	4	5	4	4	4	1	2	4	3	1	3
M23928V	1	1	5	2	1	4	2	3	4	3	4	3	2	2	3	4
M23934T	1	1	5	2	1	4	5	1	3	4	5	5	4	3	3	2
M23935U	1	1	5	2	1	4	5	1	3	4	1	5	4	2	3	6
M23936V	1	1	5	2	1	4	1	6	5	4	3	5	4	5	4	4
M23938X	1	1	5	2	1	5	5	6	6	6	3	6	6	6	6	6
M23941S	1	1	5	2	1	4	5	1	3	4	3	5	3	4	5	1
M23942T	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M23944V	1	1	5	2	1	4	5	6	3	4	6	5	4	6	6	6
M23946X	1	1	5	2	1	4	5	1	3	4	6	6	4	6	6	6
M23947Y	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	3
M23950T	1	1	5	2	1	4	5	1	3	4	4	5	4	4	2	5
M23952V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M23954X	1	1	5	2	1	4	5	3	4	3	4	2	4	3	4	2
M23956Z	1	1	5	2	1	4	5	1	3	4	1	3	2	6	6	6
M23962X	1	1	5	2	1	4	5	5	4	3	1	3	5	2	4	2
M23967C	1	1	5	2	1	4	2	5	1	4	5	3	1	5	6	2
M23969E	1	1	5	2	1	4	5	1	3	4	3	5	5	2	4	1
M23972Z	1	1	5	2	1	4	5	2	3	3	4	4	3	2	4	2
M23975C	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M23976D	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M23977E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M23978F	1	1	5	2	1	4	5	3	3	4	1	4	3	2	4	1
M23981A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	4
M23983C	1	1	5	2	1	4	5	1	3	4	3	5	4	4	4	3
M23985E	1	1	5	2	1	4	5	2	3	1	3	6	5	4	3	4
M23988H	1	1	5	2	1	4	1	1	3	4	1	6	6	6	6	6
M23991C	1	1	5	2	1	4	5	1	3	4	6	5	6	4	6	6
M23992D	1	1	5	4	1	4	3	2	4	2	5	3	5	3	4	1
M23993E	1	1	5	2	2	4	5	1	3	4	6	6	4	4	6	6
M23997J	1	1	5	1	3	4	5	1	3	4	1	5	3	2	4	2
M24001K	1	1	5	2	1	4	5	5	3	4	3	2	4	1	3	4
M24006Q	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M24011M	1	1	5	2	1	4	5	6	3	6	6	6	6	6	6	6
M24020N	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M24028W	1	1	5	2	1	4	5	1	5	2	5	4	6	6	6	6
M24030Q	1	1	5	2	1	5	2	3	5	1	5	2	4	2	4	5
M24033T	1	1	5	2	1	4	5	4	3	4	1	3	6	4	5	3
M24034U	1	1	5	2	1	4	4	1	3	4	3	5	4	3	5	2
M24036W	1	1	5	2	1	4	5	1	3	4	3	5	4	4	5	3
M24037X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M24038Y	1	1	5	2	1	4	5	2	5	3	3	2	4	3	2	5
M24040S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24046Y	1	1	3	2	1	3	5	4	5	3	4	5	2	5	5	3
M24047Z	1	1	5	2	1	6	1	2	3	3	4	1	3	4	5	3
M24048A	1	1	5	2	1	4	5	4	5	3	2	2	5	5	5	6
M24053X	1	1	5	2	1	4	1	1	3	4	1	2	4	6	2	6
M24054Y	1	1	5	2	1	4	1	2	4	3	3	3	3	5	2	3
M24057B	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M24058C	1	1	5	2	1	4	4	6	3	3	4	5	6	3	6	6
M24059D	1	1	6	6	6	2	5	2	4	1	3	4	5	5	4	2
M24064A	1	1	5	2	1	4	2	2	4	5	2	3	1	4	2	5
M24069F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24072A	1	1	5	2	1	4	5	6	3	4	6	5	6	6	6	6
M24073B	1	1	5	2	1	4	5	2	3	4	3	5	4	5	5	2
M24081B	1	1	5	2	1	5	5	3	4	1	4	3	5	4	4	2
M24085F	1	1	5	2	1	4	5	1	3	4	1	5	3	5	5	2
M24088J	1	1	5	2	1	4	5	2	3	4	1	2	3	4	1	5
M24090C	1	1	5	2	1	4	5	1	3	4	1	5	4	6	2	6
M24091D	1	1	5	2	1	4	2	1	3	5	3	6	6	6	6	6
M24092E	1	1	5	1	1	5	5	5	4	3	2	2	6	6	6	6
M24094G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	5
M24095H	1	1	5	2	1	4	5	2	3	4	2	3	4	4	3	5
M24100M	1	1	5	2	1	4	5	4	3	4	3	5	4	4	5	6
M24105S	1	1	6	2	1	4	5	4	3	4	3	2	3	4	4	5
M24112R	1	1	5	2	1	4	5	1	3	5	1	5	4	4	2	5
M24113S	1	1	5	2	1	4	5	1	3	4	2	4	3	3	2	4
M24117W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24119Y	1	1	5	2	1	4	5	2	5	2	3	1	4	4	5	2
M24122T	1	1	5	2	1	4	5	1	3	4	1	2	4	4	5	3
M24123U	1	1	5	2	1	4	5	1	3	3	1	5	4	4	2	3
M24126X	1	1	5	2	1	4	5	1	3	4	1	5	3	6	6	6
M24127Y	1	1	5	2	1	3	4	1	2	1	3	2	4	2	4	5
M24128Z	1	1	5	2	1	4	1	1	3	4	3	5	4	3	1	2
M24129A	1	1	5	2	1	3	4	3	1	5	4	2	3	4	4	3
M24133W	1	1	5	2	1	4	5	1	3	4	4	3	4	2	1	4
M24134X	1	1	5	2	1	4	5	1	3	4	5	5	3	5	4	5
M24136Z	1	1	5	2	1	4	5	1	3	4	1	3	4	6	5	6
M24139C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24145A	1	1	5	2	1	4	5	2	3	4	1	5	4	4	2	4
M24147C	1	1	5	2	1	4	5	1	3	6	1	2	6	6	2	6
M24148D	1	1	5	1	1	4	5	1	3	4	1	5	4	5	2	4
M24149E	1	1	5	2	1	4	5	1	3	4	2	5	6	6	6	6
M24151Y	1	1	5	2	1	3	5	1	5	6	5	6	4	1	5	6
M24152Z	1	1	5	2	1	4	5	1	3	4	1	5	2	4	5	2
M24155C	1	1	5	2	3	4	4	3	4	2	3	2	2	3	3	3
M24158F	1	1	5	2	1	4	5	5	4	3	4	3	2	4	1	3
M24159G	1	1	5	2	1	4	4	3	4	3	2	3	4	5	6	6
M24160Z	1	1	5	2	1	4	5	1	3	4	1	4	4	4	3	3
M24162B	1	1	5	2	1	4	5	1	4	4	2	4	4	6	6	6
M24164D	1	1	5	1	1	1	1	2	4	3	6	6	6	6	6	6
M24166F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M24168H	1	1	5	2	1	4	5	4	3	4	1	5	4	4	3	2
M24170B	1	1	5	2	1	4	5	1	4	3	3	6	6	6	6	6
M24171C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M24172D	1	1	5	2	3	4	4	1	5	1	4	4	5	3	2	5
M24173E	1	1	5	2	1	4	5	1	3	4	1	5	4	5	2	4
M24179L	1	1	5	2	1	4	5	2	5	2	3	3	5	5	5	3
M24182F	1	1	5	2	1	4	1	1	3	3	6	5	4	4	6	6
M24183G	1	1	5	2	1	4	5	1	3	4	3	5	4	4	3	2
M24186K	1	1	5	2	1	4	3	1	3	5	1	1	4	5	5	5
M24187L	1	1	5	2	1	4	5	1	3	4	1	6	4	6	6	6
M24188M	1	1	1	3	1	5	5	3	3	1	4	2	5	2	5	3
M24189N	1	1	5	2	1	4	2	2	5	4	1	5	3	6	6	6
M24190F	1	1	5	2	1	4	5	1	3	4	1	5	2	4	2	5
M24194K	1	1	5	6	6	6	5	6	6	6	1	6	6	6	6	1
M24196M	1	1	5	2	1	4	5	4	5	1	5	5	2	3	2	3
M24198P	1	1	5	2	1	4	5	6	5	2	5	4	5	6	6	6
M24199Q	1	1	5	2	1	4	6	1	3	4	6	5	6	4	5	6
M24201R	1	1	5	2	1	4	4	1	5	3	1	3	4	5	6	6
M24202S	1	1	3	2	1	4	5	1	3	4	1	5	6	6	6	6
M24205V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24207X	1	1	5	2	1	6	5	3	3	6	1	5	4	6	6	6
M24226A	1	1	5	2	1	4	5	1	3	4	1	3	3	1	4	2
M24230W	1	1	5	2	1	4	5	1	2	4	1	6	4	6	6	6
M24235B	1	1	5	2	1	3	5	1	2	4	1	5	1	2	4	2
M24241Z	1	1	5	2	1	5	5	5	5	2	3	4	4	2	3	4
M24244C	1	1	5	2	1	4	5	6	3	4	3	4	3	2	4	3
M24249H	1	1	5	2	1	2	3	1	4	2	5	3	4	1	5	1
M24256G	1	1	5	2	1	4	4	1	3	5	1	4	4	5	2	2
M24262E	1	1	6	2	1	3	5	1	4	3	5	2	2	4	2	2
M24266J	1	1	5	2	1	4	5	1	3	4	1	5	6	4	6	6
M24272G	1	1	5	2	1	4	5	1	3	4	1	5	4	2	2	5
M24272G	2	1	5	2	1	4	5	1	3	4	3	5	4	4	3	6
M24274J	1	1	5	2	1	4	5	1	3	4	4	3	2	1	3	2
M24275K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24276L	1	1	5	2	1	4	5	1	3	6	1	5	5	2	2	6
M24279P	1	1	5	3	1	4	5	4	2	4	1	5	4	4	6	6
M24280G	1	1	5	2	3	3	3	2	4	3	4	1	3	6	2	4
M24283K	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M24290J	1	1	5	1	1	4	5	1	3	4	6	6	4	6	6	6
M24291K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M24293M	1	1	5	2	1	4	5	1	4	4	4	2	4	6	6	6
M24298S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24299T	1	1	5	2	1	4	5	1	3	4	1	5	4	2	2	2
M24301U	1	1	5	2	5	3	5	1	2	6	1	6	6	6	6	6
M24306Z	1	1	5	2	1	3	4	3	4	6	3	3	6	3	2	4
M24307A	1	1	5	2	1	3	5	3	4	1	4	2	5	1	2	2
M24308B	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6
M24309C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24311W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M24314Z	1	1	5	2	1	4	5	1	3	6	6	5	6	6	6	6
M24315A	1	1	5	2	1	4	5	6	3	4	1	5	6	6	6	6
M24320X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24322Z	1	1	5	2	1	4	1	3	4	3	5	1	2	4	5	3
M24325C	1	1	5	2	1	4	5	2	3	4	3	5	1	2	4	5
M24327E	1	1	5	2	1	4	5	1	3	4	3	5	4	1	2	5
M24328F	1	1	5	2	1	4	5	1	3	4	1	5	2	4	3	3
M24332B	1	1	5	2	1	3	1	1	5	2	5	2	4	1	2	1
M24333C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24335E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24339J	1	1	5	2	1	3	5	1	3	5	1	4	1	2	3	4
M24340B	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M24341C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M24342D	1	1	5	2	1	4	5	1	3	4	1	5	4	4	4	5
M24343E	1	1	5	2	1	4	3	4	5	3	2	3	2	3	5	4
M24344F	1	1	6	2	1	4	3	1	3	2	1	5	4	4	5	5
M24346H	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24347J	1	1	5	2	3	5	5	4	3	3	4	4	5	4	2	5
M24349L	1	1	6	6	6	4	5	1	3	4	1	5	4	4	2	4
M24350D	1	1	5	2	1	5	5	1	3	4	3	5	2	6	6	6
M24351E	1	1	5	2	1	4	5	1	3	6	1	6	4	4	2	6
M24355J	1	1	5	2	1	4	6	1	3	4	6	6	6	6	6	6
M24362H	1	1	5	2	1	3	2	1	4	3	2	3	2	4	3	2
M24364K	1	1	5	2	1	1	5	1	3	4	1	4	4	4	2	4
M24366M	1	1	5	2	1	3	5	1	4	6	5	3	4	2	4	2
M24368P	1	1	5	2	1	4	5	1	3	4	1	2	4	4	2	5
M24371J	1	1	5	2	1	4	2	4	6	6	6	6	6	6	6	6
M24374M	1	1	5	2	1	4	5	1	3	4	3	5	5	2	5	3
M24375N	1	1	5	2	1	4	5	2	4	3	4	5	5	4	5	3
M24376P	1	1	5	2	1	4	5	1	3	4	3	5	3	4	5	3
M24378R	1	1	5	2	1	4	5	1	3	4	1	5	3	6	2	6
M24380K	1	1	5	2	1	4	5	1	3	4	3	5	4	4	3	5
M24381L	1	1	5	2	1	4	5	1	3	4	3	5	3	1	5	3
M24383N	1	1	5	2	1	4	5	4	3	4	6	6	6	4	6	6
M24385Q	1	1	5	2	1	4	5	3	4	1	4	3	5	4	1	3
M24387S	1	1	2	2	1	3	5	4	6	5	2	2	6	3	4	6
M24388T	1	1	5	2	1	4	5	2	3	5	1	5	4	4	6	6
M24398V	1	1	5	2	1	4	5	1	3	4	1	2	4	4	3	1
M24402Y	1	1	5	2	1	4	5	1	5	4	1	5	2	3	5	3
M24404A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M24405B	1	1	5	2	1	2	5	3	4	4	1	2	6	5	2	6
M24407D	1	1	5	2	1	4	5	3	4	3	1	4	5	5	4	3
M24408E	1	1	5	2	1	1	5	1	3	6	1	3	6	6	6	6
M24416E	1	1	5	2	1	4	5	1	3	4	6	5	4	6	6	6
M24417F	1	1	5	2	1	3	5	3	3	5	1	5	3	4	2	4
M24419H	1	1	5	2	1	4	5	1	3	4	1	3	6	4	2	6
M24420A	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M24426G	1	1	5	2	1	5	5	1	3	4	6	5	4	4	4	2
M24429K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24430C	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M24438L	1	1	5	2	1	4	5	1	3	3	2	3	4	4	6	6
M24442G	1	1	5	2	1	6	5	2	3	4	2	4	3	5	3	3
M24443H	1	1	5	2	1	4	5	1	3	4	3	5	4	4	6	6
M24448N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M24450G	1	1	5	2	1	3	5	2	3	1	4	2	3	4	3	4
M24451H	1	1	5	2	1	4	4	5	4	4	3	4	5	5	4	6
M24452J	1	1	5	2	1	4	5	1	3	4	3	5	4	4	4	5
M24453K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24456N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24458Q	1	1	5	2	1	3	5	1	4	3	6	6	4	6	6	6
M24459R	1	1	5	2	1	4	5	1	3	4	1	5	4	1	5	6
M24460J	1	1	5	2	1	3	5	3	5	4	4	3	1	5	2	5
M24464N	1	1	5	2	1	4	5	1	3	2	1	5	3	4	2	3
M24468S	1	1	5	2	1	4	5	6	6	6	6	6	6	6	6	6
M24470L	1	1	5	2	1	4	5	6	4	3	6	6	5	6	5	3
M24471M	1	1	5	2	1	4	5	2	3	4	4	3	3	4	3	4
M24475R	1	1	5	2	1	4	5	1	3	1	1	6	6	6	6	6
M24476S	1	1	5	2	1	4	1	4	3	5	2	4	5	2	4	3
M24479V	1	1	5	1	1	4	5	1	3	6	6	6	6	6	6	6
M24480N	1	1	5	2	1	4	5	1	3	6	6	6	6	4	6	6
M24484S	1	1	5	2	1	3	4	4	5	2	6	6	6	6	6	6
M24487V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24489X	1	1	5	1	1	4	5	1	3	4	1	5	4	4	2	6
M24490Q	1	1	5	2	1	4	5	6	3	4	1	5	6	6	2	6
M24491R	1	1	5	2	1	4	5	4	3	4	2	5	4	2	3	4
M24492S	1	1	5	1	2	4	3	6	3	3	5	5	3	6	4	5
M24493T	1	1	5	2	1	4	5	1	3	4	1	5	6	2	6	6
M24495V	1	1	5	2	1	4	1	1	3	4	3	5	5	3	4	5
M24496W	1	1	5	2	1	4	5	1	3	6	1	5	4	4	2	2
M24497X	1	1	5	2	1	4	5	1	3	4	1	5	2	4	5	3
M24505E	1	1	5	2	1	5	5	5	5	1	5	3	5	5	4	3
M24509J	1	1	5	2	1	4	4	5	3	3	1	5	4	3	2	6
M24512D	1	1	5	2	1	4	5	1	3	4	1	2	6	3	2	6
M24514F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24515G	1	1	5	2	1	4	5	4	3	2	1	1	2	3	4	5
M24518K	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24522F	1	1	1	6	1	2	4	3	4	4	3	2	3	4	2	2
M24527L	1	1	5	2	1	4	5	1	3	3	3	2	5	4	5	5
M24528M	1	1	5	4	1	4	5	1	3	6	4	2	6	3	3	6
M24532H	1	1	5	2	1	4	5	4	3	1	4	2	4	5	4	2
M24533J	1	1	5	2	1	4	5	5	4	3	3	1	2	3	6	6
M24534K	1	1	5	2	1	4	5	2	5	2	1	5	4	2	4	1
M24543L	1	1	5	2	1	4	5	2	5	3	3	5	4	5	5	2
M24552M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24553N	1	1	5	2	1	3	5	1	3	4	1	5	4	4	3	4
M24556R	1	1	5	2	1	4	4	5	4	3	3	2	5	6	6	6
M24559U	1	1	5	2	1	4	5	1	3	4	1	5	3	1	4	5
M24560M	1	1	5	2	1	4	5	4	3	4	6	5	4	4	6	6
M24562P	1	1	5	2	1	4	5	6	6	6	6	6	6	6	6	6
M24565S	1	1	5	2	1	4	1	1	3	4	3	5	4	3	3	5
M24568V	1	1	5	2	1	4	5	5	4	1	4	2	5	3	3	3
M24571Q	1	1	5	2	2	3	5	1	3	4	1	6	6	6	6	6
M24572R	1	1	5	2	1	4	5	1	3	4	2	5	4	4	2	6
M24574T	1	1	5	2	1	4	5	1	3	4	2	5	6	6	6	6
M24575U	1	1	5	2	1	4	5	1	3	4	1	5	4	3	2	4
M24576V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24577W	1	1	5	2	1	4	5	6	3	6	1	5	4	6	6	6
M24579Y	1	1	5	2	1	3	5	2	3	4	3	1	2	2	4	6
M24583U	1	1	5	2	1	4	5	1	3	4	1	3	6	6	6	6
M24587Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	2
M24595Y	1	1	5	2	1	4	1	1	5	1	5	5	2	3	5	5
M24597A	1	1	5	2	1	4	5	1	3	4	3	4	4	3	2	4
M24598B	1	1	5	2	1	4	5	1	3	6	1	5	4	6	6	6
M24600C	1	1	5	2	1	4	5	6	5	4	6	5	6	4	5	6
M24601D	1	1	5	2	1	4	1	3	4	6	6	6	6	4	6	3
M24603F	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M24605H	1	1	5	2	1	4	5	3	3	4	1	5	3	4	5	3
M24609M	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M24617M	1	1	5	2	1	4	5	1	3	4	1	5	4	6	2	6
M24618N	1	1	5	2	1	4	5	1	5	4	1	5	4	4	2	2
M24621H	1	1	5	2	1	3	5	5	3	3	2	4	4	1	2	4
M24622J	1	1	5	2	1	4	3	4	3	4	5	3	5	3	6	6
M24623K	1	1	5	2	1	4	5	1	3	4	1	5	4	3	5	1
M24624L	1	1	5	2	1	4	5	1	3	4	5	3	2	1	4	2
M24626N	1	1	5	2	1	4	5	6	3	6	6	6	6	6	6	6
M24627P	1	1	5	2	1	4	5	5	4	6	6	6	6	6	6	6
M24629R	1	1	5	2	1	5	5	4	3	5	4	3	2	4	4	3
M24634N	1	1	5	2	1	4	5	1	3	4	1	5	4	2	2	5
M24635P	1	1	1	6	2	6	5	2	5	1	3	3	5	2	4	3
M24636Q	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	5
M24637R	1	1	5	2	1	4	5	1	1	4	1	5	4	4	2	3
M24638S	1	1	5	2	1	4	5	1	3	4	6	5	6	4	5	6
M24640L	1	1	5	2	1	4	5	1	3	4	1	5	3	4	5	2
M24643P	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M24644Q	1	1	5	2	1	4	1	5	3	5	2	4	2	5	2	1
M24645R	1	1	5	2	1	4	5	3	3	4	1	5	5	5	5	5
M24649V	1	1	5	2	3	5	5	1	3	2	3	5	2	4	4	5
M24650N	1	1	5	2	1	4	5	1	3	4	6	5	4	6	6	6
M24654S	1	1	5	2	1	4	5	1	3	4	1	2	4	2	4	2
M24655T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	1
M24656U	1	1	5	2	1	4	5	1	3	4	6	5	4	4	6	6
M24657V	1	1	5	2	4	4	3	4	3	1	4	1	3	5	1	3
M24660Q	1	1	5	2	1	4	5	6	3	4	1	5	4	2	4	3
M24662S	1	1	5	2	1	4	5	6	6	6	6	6	3	6	6	6
M24663T	1	1	5	2	1	4	5	1	3	4	1	5	4	6	2	6
M24664U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M24666W	1	1	5	2	3	3	5	5	4	3	4	2	5	4	3	1
M24667X	1	1	5	2	1	4	5	1	2	4	3	3	2	4	5	1
M24670S	1	1	5	2	2	4	5	3	4	4	4	1	1	4	3	5
M24671T	1	1	5	2	1	4	5	1	5	4	2	4	2	3	2	4
M24675X	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24676Y	1	1	5	2	1	4	5	1	3	4	1	5	3	2	6	4
M24679B	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24680U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M24681V	1	1	5	2	1	3	5	4	4	5	4	3	2	5	3	5
M24684Y	1	1	5	2	1	4	5	1	3	6	1	5	4	6	6	6
M24686A	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M24687B	1	1	5	2	1	4	5	1	1	6	1	5	4	6	6	6
M24688C	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M24689D	1	1	5	2	1	4	5	1	3	3	1	5	3	4	3	2
M24692Y	1	1	5	2	1	4	2	5	4	5	3	4	4	2	1	4
M24694A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M24698E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M24699F	1	1	5	2	4	6	5	4	5	1	3	2	1	3	5	2
M24706M	1	1	5	2	1	4	3	1	3	4	4	5	2	6	6	6
M24709Q	1	1	5	2	1	4	1	6	3	6	6	6	6	4	6	6
M24710H	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24717Q	1	1	5	2	3	4	5	1	2	4	1	2	4	4	3	4
M24720K	1	1	5	2	1	4	5	1	3	5	1	5	4	5	3	2
M24721L	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M24729U	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M24732P	1	1	5	2	1	3	5	4	5	2	5	3	4	4	1	2
M24734R	1	1	5	2	3	3	2	3	2	4	2	2	4	2	1	3
M24735S	1	1	5	2	1	4	5	1	3	4	6	5	6	4	6	6
M24736T	1	1	5	2	1	4	5	1	3	6	1	5	5	6	6	6
M24737U	1	1	5	2	1	4	5	1	3	4	1	6	6	2	6	6
M24739W	1	1	5	2	1	4	5	1	3	4	1	4	3	2	5	1
M24742R	1	1	5	2	1	4	5	1	4	4	1	2	2	3	3	3
M24743S	1	1	5	2	1	4	5	6	3	6	1	6	6	6	6	6
M24745U	1	1	5	2	1	3	5	1	5	1	5	1	4	4	3	5
M24749Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	5
M24754V	1	1	5	2	1	4	5	1	3	4	5	6	6	6	6	6
M24756X	1	1	5	2	1	4	5	1	3	4	4	5	4	4	5	1
M24759A	1	1	5	2	1	4	3	4	5	4	2	3	2	4	4	2
M24760T	1	1	5	2	1	3	5	2	5	3	5	4	5	5	1	3
M24762V	1	1	5	2	1	5	5	1	3	4	1	3	4	4	5	3
M24763W	1	1	5	2	1	4	5	4	3	1	5	3	4	4	5	5
M24767A	1	1	5	2	1	4	5	1	3	4	5	5	4	4	5	2
M24768B	1	1	5	2	2	3	4	3	5	3	1	2	3	3	1	2
M24772X	1	1	5	2	1	5	4	6	6	6	6	6	6	6	6	6
M24776B	1	1	5	2	2	6	5	6	5	6	6	5	6	6	6	6
M24777C	1	1	5	2	1	2	5	1	5	5	5	3	5	4	2	5
M24779E	1	1	5	2	1	3	5	1	3	4	1	5	4	4	2	2
M24780X	1	1	5	2	1	4	1	3	3	4	1	2	4	2	4	2
M24781Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	2
M24782Z	1	1	5	2	1	4	5	1	3	3	1	5	4	4	3	2
M24790Z	1	1	5	2	1	4	5	1	4	4	1	4	4	5	4	2
M24798H	1	1	5	2	1	4	5	1	3	4	1	5	6	6	4	6
M24801K	1	1	5	2	1	4	5	4	3	4	1	3	4	3	2	3
M24806Q	1	1	5	2	1	4	5	1	3	4	1	3	4	4	2	3
M24808S	1	1	5	2	1	4	6	6	3	4	6	6	6	2	6	6
M24809T	1	1	5	2	1	3	4	3	5	1	2	2	4	1	4	1
M24811M	1	1	5	2	1	4	5	1	3	3	3	4	6	6	6	6
M24813P	1	1	5	2	1	4	3	2	5	1	3	2	3	2	4	2
M24814Q	1	1	5	2	1	4	5	2	3	4	1	5	6	4	6	6
M24815R	1	1	5	2	1	4	5	4	1	4	1	5	4	5	4	2
M24816S	1	1	5	2	1	4	5	2	3	5	1	4	4	4	3	6
M24817T	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M24825T	1	1	5	2	1	4	1	5	3	3	3	5	3	1	2	2
M24828W	1	1	5	2	1	3	5	3	4	3	2	3	5	3	3	2
M24832S	1	1	5	1	1	6	5	5	5	5	5	5	5	5	5	5
M24839Z	1	1	5	2	1	4	5	1	3	5	3	5	4	4	3	5
M24840S	1	1	5	2	1	1	5	1	3	4	1	5	4	4	2	5
