MCSID	GCNUM00	GCCHIC100	GCNAEX00	GCNAEG1	GCNAEG2	GCNAEG3	GCNAAS0A	GCNAAS0B	GCNAAS0C	GCNAAS0D	GCNAAS0E	GCNAAS0F	GCNAAS0G	GCNAAS0H	GCNAAS0I	GCNAAS0J
M15846X	1	1	5	2	1	3	5	2	5	2	1	3	5	4	5	5
M15849A	1	1	5	2	1	3	5	3	3	4	4	5	2	4	4	5
M15850T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M15854X	1	1	5	2	1	4	5	1	3	4	1	5	6	4	6	6
M15855Y	1	1	5	2	1	4	5	1	3	4	1	2	4	1	4	2
M15858B	1	1	5	2	1	3	5	2	4	4	4	5	2	3	1	1
M15861W	1	1	5	2	1	4	5	1	3	4	1	6	3	6	5	6
M15863Y	1	1	5	2	1	4	5	3	5	3	3	1	2	4	5	5
M15867C	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M15868D	1	1	5	2	1	4	5	1	3	4	3	5	5	4	2	2
M15870X	1	1	5	2	1	4	5	1	3	4	1	5	4	1	3	3
M15871Y	1	1	5	2	1	4	5	1	1	4	2	5	3	6	5	2
M15872Z	1	1	5	2	1	4	5	5	3	4	1	5	3	6	5	2
M15875C	1	1	5	2	1	4	5	1	3	4	1	5	2	5	2	5
M15876D	1	1	5	2	1	4	2	3	5	4	4	2	2	3	2	4
M15878F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M15883C	1	1	5	2	1	4	5	1	3	4	2	5	4	6	6	6
M15886F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M15892D	1	1	5	6	6	6	5	6	3	6	1	5	4	4	2	6
M15895G	1	1	5	2	1	4	5	2	3	1	1	3	4	3	5	4
M15896H	1	1	5	2	1	4	5	1	3	4	2	3	4	4	5	4
M15897J	1	1	5	2	1	4	5	1	6	6	6	6	6	6	6	6
M15898K	1	1	5	2	1	4	5	1	3	4	2	5	3	1	5	5
M15908U	1	1	5	2	1	3	5	5	4	3	4	2	5	5	3	3
M15910N	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M15913R	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	4
M15916U	1	1	5	2	1	4	5	1	3	4	3	5	5	3	5	5
M15918W	1	1	5	2	1	4	5	3	3	4	1	2	4	4	2	1
M15922S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M15924U	1	1	5	2	1	4	3	4	4	4	5	4	3	4	2	5
M15925V	1	1	5	2	1	5	5	2	3	4	3	5	4	5	4	6
M15926W	1	1	5	2	1	4	5	1	4	4	1	5	4	3	2	2
M15929Z	1	1	5	2	1	4	5	1	3	5	1	5	4	4	5	1
M15930S	1	1	5	2	1	4	5	1	3	4	1	4	5	2	3	4
M15932U	1	1	5	1	1	4	5	1	3	4	2	5	6	1	4	2
M15933V	1	1	5	2	1	4	5	1	3	4	3	5	4	4	2	4
M15935X	1	1	5	2	1	4	5	1	3	2	1	5	4	3	6	6
M15938A	1	1	5	2	1	3	5	1	2	3	3	3	4	4	1	5
M15941V	1	1	5	2	1	2	5	1	3	5	1	5	4	3	3	4
M15945Z	1	1	5	2	1	4	5	4	4	3	3	2	3	6	6	6
M15951X	1	1	5	2	1	4	5	1	3	3	1	5	4	4	3	2
M15956C	1	1	5	2	1	4	5	2	5	4	3	5	6	6	6	6
M15961Z	1	1	5	2	1	4	5	1	4	1	1	5	2	4	5	4
M15964C	1	1	5	2	1	4	5	1	3	6	1	5	6	6	6	6
M15965D	1	1	5	2	1	4	5	1	3	4	1	4	6	4	6	6
M15968G	1	1	5	2	1	4	5	1	3	4	2	5	4	4	6	6
M15970A	1	1	5	2	1	4	5	6	6	6	1	6	6	6	6	6
M15974E	1	1	5	2	1	4	5	5	2	2	5	2	5	3	5	2
M15977H	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M15979K	1	1	5	2	2	3	5	1	3	4	1	5	4	3	4	6
M15980C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	4
M15984G	1	1	5	2	1	4	5	5	5	3	4	2	4	2	4	2
M15986J	1	1	5	2	3	4	1	3	3	1	2	2	2	2	3	3
M15990E	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M15992G	1	1	5	2	1	4	4	2	3	3	1	3	2	5	2	4
M15996L	1	1	5	2	1	3	5	2	4	4	3	2	3	4	3	2
M16000M	1	1	5	2	2	4	5	1	3	5	4	5	3	4	3	2
M16001N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	2
M16003Q	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16004R	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M16007U	1	1	5	6	1	4	5	1	3	4	1	4	4	4	3	4
M16009W	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M16010P	1	1	5	2	1	4	5	1	3	3	3	3	3	4	6	4
M16012R	1	1	5	2	1	4	5	5	5	4	4	3	3	5	3	3
M16014T	1	1	5	2	6	2	5	2	4	3	2	3	1	5	3	4
M16017W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	5
M16019Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16023U	1	1	5	2	1	3	5	3	4	3	4	2	4	4	4	2
M16027Y	1	1	5	2	5	5	2	3	5	3	4	2	3	4	5	4
M16028Z	1	1	5	2	1	4	5	5	3	4	3	5	4	1	5	2
M16029A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16030T	1	1	5	2	1	4	2	4	5	4	5	5	5	6	5	6
M16034X	1	1	5	2	1	4	5	1	3	4	3	5	4	4	5	3
M16038B	1	1	5	2	1	4	5	4	2	3	3	3	4	4	5	1
M16041W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16046B	1	1	5	2	1	6	4	2	3	5	4	1	3	4	5	2
M16049E	1	1	5	2	1	4	5	1	3	4	1	6	6	6	5	6
M16051Y	1	1	5	2	1	4	1	1	3	4	1	5	3	5	2	4
M16052Z	1	1	5	2	1	4	1	1	3	4	1	5	4	4	3	4
M16053A	1	1	5	2	1	4	4	6	3	4	1	6	6	6	6	6
M16054B	1	1	5	2	2	3	4	4	4	2	5	3	5	4	1	2
M16055C	1	1	5	2	1	4	5	1	3	4	1	6	6	6	2	6
M16056D	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16061A	1	1	5	2	1	4	5	1	3	4	1	5	4	3	5	2
M16063C	2	1	5	2	1	4	5	1	3	4	1	6	6	4	6	6
M16063C	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M16064D	1	1	5	2	1	4	5	1	3	4	1	5	2	4	2	4
M16069J	1	1	5	2	2	4	5	4	5	1	5	5	5	1	4	2
M16070B	1	1	5	2	1	4	5	3	3	5	2	5	4	3	6	6
M16071C	1	1	5	2	1	1	5	1	4	4	4	5	4	4	4	5
M16072D	1	1	5	2	1	4	4	2	4	3	1	5	2	5	3	5
M16077J	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M16079L	1	1	5	2	1	3	5	3	5	3	4	2	3	5	4	3
M16080D	1	1	5	2	1	5	5	2	4	2	3	1	6	6	6	6
M16088M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16089N	1	1	5	2	1	4	5	1	3	4	1	5	3	2	1	4
M16090F	1	1	5	2	1	4	5	3	3	5	1	2	4	3	4	2
M16095L	1	1	5	2	1	4	1	2	3	1	5	5	4	3	3	5
M16097N	1	1	5	1	1	4	5	5	3	4	4	5	3	4	4	2
M16098P	1	1	5	2	1	4	5	1	3	6	2	6	4	6	6	6
M16099Q	1	1	5	2	1	4	5	2	3	4	1	3	4	4	2	2
M16100Q	1	1	5	2	1	4	5	2	3	4	1	5	4	4	2	5
M16103T	1	1	5	2	1	4	5	1	3	4	1	5	4	1	6	6
M16105V	1	1	5	2	1	4	5	2	3	5	4	3	4	4	3	2
M16107X	1	1	5	2	3	4	3	2	3	2	2	5	5	6	6	6
M16108Y	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M16112U	1	1	5	2	1	4	5	4	3	2	4	2	4	6	1	5
M16115X	1	1	5	2	1	4	5	2	3	4	1	5	4	3	2	4
M16119B	1	1	5	2	1	4	5	1	3	4	2	5	4	2	4	3
M16120U	1	1	5	2	1	4	5	1	3	6	1	5	4	4	2	6
M16121V	1	1	5	2	1	4	5	2	3	1	3	4	4	3	6	6
M16123X	1	1	5	2	1	4	5	1	3	4	1	5	4	1	5	2
M16125Z	1	1	5	2	1	4	5	2	5	5	4	3	3	2	3	2
M16126A	1	1	5	2	3	3	5	2	3	2	5	1	6	6	6	6
M16128C	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	5
M16130W	1	1	5	2	1	2	5	1	5	6	6	5	3	6	6	2
M16131X	1	1	5	2	1	4	3	4	5	1	3	3	1	4	4	2
M16134A	1	1	5	2	1	4	5	1	3	4	1	6	6	6	5	6
M16136C	1	1	5	2	1	4	5	2	3	4	1	2	5	3	2	4
M16137D	1	1	5	2	1	4	5	3	3	4	1	5	4	4	2	5
M16141Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	4
M16142A	1	1	5	2	1	4	5	1	3	4	2	3	2	1	5	4
M16143B	1	1	6	2	1	4	2	1	3	3	4	4	3	3	4	3
M16147F	1	1	5	2	1	4	5	1	4	4	4	5	5	4	4	3
M16148G	1	1	5	2	3	5	5	2	3	6	6	6	6	6	6	6
M16150A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16152C	1	1	5	2	1	1	5	4	3	5	2	5	4	4	1	6
M16154E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16155F	1	1	5	2	1	4	5	1	3	4	4	5	2	2	3	5
M16156G	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16160C	1	1	5	2	1	3	5	1	4	6	1	5	6	6	6	6
M16161D	1	1	5	2	1	4	5	1	3	4	3	5	5	4	2	4
M16162E	1	1	4	2	1	5	5	5	5	3	4	2	5	5	3	3
M16163F	1	1	5	2	1	4	5	2	3	3	6	6	6	6	6	6
M16164G	1	1	5	2	1	4	5	1	3	4	1	5	4	3	6	6
M16165H	1	1	5	2	1	4	5	1	3	4	1	5	4	6	6	6
M16166J	1	1	5	2	1	6	5	4	3	4	2	6	6	6	6	6
M16168L	1	1	5	2	1	3	5	5	4	3	4	2	4	5	3	2
M16169M	1	1	5	2	1	4	3	1	3	4	2	4	4	3	2	4
M16170E	1	1	5	2	1	4	5	1	3	6	3	5	4	4	6	6
M16171F	1	1	5	2	1	3	5	3	5	2	4	5	4	2	3	1
M16172G	1	1	5	2	1	2	4	4	5	3	5	3	4	2	1	4
M16174J	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M16176L	1	1	5	1	1	5	5	2	5	4	4	6	6	6	6	6
M16178N	1	1	5	2	1	4	5	1	3	4	1	5	6	4	2	6
M16180G	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M16181H	1	1	5	2	1	4	6	2	3	4	1	5	6	6	6	6
M16182J	1	1	5	2	1	4	5	1	3	5	1	5	2	3	3	1
M16183K	1	1	5	2	1	3	6	6	3	4	6	2	4	6	6	6
M16187P	1	1	5	2	1	4	5	1	3	4	1	5	5	3	2	5
M16193M	1	1	5	2	1	4	5	1	3	1	2	5	4	2	2	5
M16195P	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16198S	1	1	5	2	1	4	5	1	3	6	6	6	4	6	6	6
M16200T	1	1	5	2	1	6	5	3	3	1	1	5	2	4	4	3
M16201U	1	1	5	2	1	4	5	1	3	4	1	5	2	3	4	2
M16203W	1	1	5	2	1	4	5	1	3	4	5	5	4	4	4	6
M16204X	1	1	5	2	5	4	3	2	4	2	4	2	4	5	4	3
M16205Y	1	1	5	2	1	4	5	1	4	3	5	3	4	3	5	3
M16206Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M16210V	1	1	5	2	1	4	5	1	5	4	1	3	2	5	2	4
M16211W	1	1	5	2	1	3	5	2	3	5	1	5	6	6	6	6
M16215A	1	1	5	2	1	4	5	1	3	4	1	5	4	5	4	1
M16216B	1	1	5	2	1	4	4	1	3	4	1	5	4	4	4	2
M16220X	1	1	5	2	1	4	1	2	3	5	1	5	4	4	4	3
M16222Z	1	1	5	2	1	4	5	2	5	5	4	5	4	5	4	3
M16223A	1	1	5	2	1	4	1	2	5	1	3	2	5	4	1	2
M16227E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16228F	1	1	5	2	1	4	5	3	3	3	1	5	4	6	6	6
M16234D	1	1	5	1	4	5	3	3	4	2	4	1	2	1	2	4
M16238H	1	1	2	2	1	4	4	1	5	1	5	3	5	2	1	4
M16242D	1	1	5	2	3	4	5	2	3	4	1	6	6	6	6	6
M16250D	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M16254H	1	1	5	2	1	4	5	1	3	2	1	6	6	6	6	6
M16256K	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M16257L	1	1	5	2	1	5	5	1	5	1	4	3	5	4	5	1
M16260F	1	1	5	2	1	4	5	1	6	4	1	5	6	6	6	6
M16261G	1	1	5	2	1	4	5	1	3	3	1	5	5	4	2	5
M16262H	1	1	5	2	1	5	5	3	3	4	1	4	4	4	2	3
M16266M	1	1	5	2	1	4	4	6	2	6	6	6	6	6	6	6
M16273L	1	1	5	2	1	4	5	2	3	6	1	5	4	4	6	6
M16275N	1	1	5	2	1	4	5	1	3	4	1	5	4	2	2	2
M16282M	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M16282M	2	1	5	2	1	3	5	3	4	2	5	3	5	4	5	5
M16286R	1	1	5	2	1	4	6	1	6	6	6	6	6	6	6	6
M16288T	1	1	5	2	1	4	1	1	3	4	1	5	4	4	4	6
M16293Q	1	1	5	2	1	4	5	1	3	4	3	5	4	3	1	6
M16296T	1	1	5	2	1	4	5	1	3	4	2	5	4	4	2	5
M16298V	1	1	5	2	1	4	5	1	3	4	2	5	4	4	3	3
M16298V	2	1	5	2	1	4	5	1	3	4	1	5	4	3	2	5
M16299W	1	1	5	2	1	4	5	1	3	5	1	2	6	6	6	6
M16300W	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M16302Y	1	1	5	2	1	4	5	1	3	4	6	6	6	6	6	6
M16304A	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M16305B	1	1	5	2	1	4	5	3	3	3	2	2	6	6	6	6
M16307D	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16308E	1	1	5	2	1	2	6	6	6	6	6	6	6	6	6	6
M16309F	1	1	5	2	1	4	5	1	3	4	4	5	4	6	6	6
M16311Z	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	6
M16314C	1	1	5	2	1	2	5	3	4	1	3	2	3	6	2	4
M16315D	1	1	5	2	1	4	5	3	4	5	4	3	5	3	3	5
M16316E	1	1	5	2	1	4	4	3	4	1	4	2	4	2	6	6
M16317F	1	1	5	2	1	4	5	1	6	1	2	5	6	6	6	6
M16322C	1	1	5	2	1	4	5	1	3	6	1	4	4	6	4	4
M16329K	1	1	5	2	1	4	5	3	2	1	4	4	2	4	6	6
M16330C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16334G	1	1	5	2	1	4	5	1	3	1	3	2	6	6	6	6
M16336J	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M16337K	1	1	5	2	1	4	5	1	3	3	4	3	4	4	4	3
M16338L	1	1	5	2	2	4	5	1	3	4	3	5	6	6	6	6
M16342G	1	1	5	1	2	2	3	4	5	4	3	1	3	4	5	3
M16345K	1	1	5	2	1	5	2	2	5	1	5	2	5	1	1	3
M16354L	1	1	5	2	1	4	5	2	3	4	1	4	4	2	2	3
M16366Q	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16368S	1	1	5	2	1	4	2	2	4	6	4	3	4	5	1	3
M16369T	1	1	5	4	1	5	5	5	3	5	3	5	3	4	3	5
M16371M	1	1	5	2	1	4	5	3	5	2	5	4	5	5	4	5
M16380N	1	1	5	2	1	4	5	1	3	1	1	5	4	1	5	4
M16381P	1	1	5	2	1	4	2	1	3	5	2	4	3	4	5	3
M16384S	1	1	5	2	1	4	5	1	3	4	2	5	4	4	1	5
M16386U	1	1	5	2	3	2	5	2	3	3	4	3	2	5	1	4
M16387V	1	1	5	2	1	3	5	2	3	2	6	6	6	6	6	6
M16388W	1	1	5	6	6	5	6	6	6	6	6	6	6	6	6	6
M16390Q	1	1	6	6	6	6	5	1	3	4	5	5	4	2	5	4
M16399Z	1	1	5	2	1	5	5	1	3	3	3	6	4	6	6	6
M16403C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M16405E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M16406F	1	1	5	2	1	4	5	4	5	1	1	2	4	2	4	2
M16408H	1	1	5	1	1	4	5	2	3	5	1	5	4	3	5	5
M16411C	1	1	5	2	1	4	3	5	2	4	2	1	5	2	4	2
M16412D	1	1	5	2	1	5	5	2	4	3	2	4	3	4	3	2
M16414F	1	1	5	2	1	4	5	4	3	5	1	6	3	6	6	2
M16415G	1	1	5	2	1	4	5	1	2	4	1	6	6	6	6	6
M16416H	1	1	5	2	1	4	5	3	4	2	5	3	5	4	4	3
M16422F	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M16424H	1	1	5	2	1	4	5	1	3	4	1	5	6	6	6	6
M16426K	1	1	5	2	1	4	5	1	3	4	2	5	4	5	2	4
M16432H	1	1	5	2	1	5	1	1	3	5	2	4	4	4	5	4
M16433J	1	1	5	2	1	5	5	1	3	3	1	5	6	4	6	6
M16435L	1	1	5	2	2	6	5	2	4	3	2	4	2	3	2	3
M16436M	1	1	5	2	1	5	5	1	3	5	1	5	1	4	5	4
M16439Q	1	1	5	2	1	4	5	1	3	4	1	5	3	1	3	2
M16442K	1	1	5	2	1	4	5	1	4	2	5	3	4	1	3	4
M16443L	1	1	5	2	1	5	3	2	3	4	6	6	6	6	6	6
M16449S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16452M	1	1	5	2	1	4	5	1	5	1	3	4	3	4	3	3
M16458T	1	1	5	2	1	4	5	4	5	5	4	3	5	4	4	5
M16460M	1	1	5	2	1	3	1	3	2	1	4	5	1	1	3	2
M16462P	1	1	5	1	1	3	5	5	3	1	2	2	3	6	6	6
M16470P	1	1	5	2	1	4	6	1	3	4	1	2	6	6	6	6
M16474T	1	1	5	2	1	4	5	1	3	4	2	4	4	4	3	1
M16479Y	1	1	5	2	1	4	5	1	3	4	1	5	4	6	2	6
M16484V	1	1	5	2	1	4	3	1	3	3	4	2	3	2	3	6
M16493W	1	1	5	2	1	4	5	1	4	4	4	5	3	2	5	3
M16494X	1	1	5	2	1	4	5	3	3	4	1	5	4	4	3	5
M16500C	1	1	5	2	1	4	1	2	3	3	1	5	1	3	5	4
M16502E	1	1	5	2	1	4	5	1	3	4	1	5	4	4	3	1
M16504G	1	1	5	2	4	4	5	4	3	2	4	6	6	4	3	6
M16505H	1	1	5	2	1	4	5	1	3	4	1	2	4	2	3	6
M16506J	1	1	5	2	1	4	5	1	3	4	1	5	3	6	6	6
M16508L	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16509M	1	1	5	2	1	5	5	6	4	3	6	6	6	6	5	5
M16510E	1	1	5	1	5	2	3	3	4	4	6	6	6	6	6	6
M16511F	1	1	5	2	1	1	5	1	3	4	1	5	5	2	5	6
M16514J	1	1	5	2	1	4	5	1	3	1	1	3	4	6	6	6
M16523K	1	1	5	2	1	4	5	2	3	4	6	5	4	6	6	6
M16524L	1	1	5	2	1	4	5	5	3	3	4	2	4	5	5	2
M16525M	1	1	5	2	1	4	5	3	6	2	4	3	6	4	2	5
M16528Q	1	1	5	2	1	4	6	1	2	1	6	5	3	4	1	2
M16530J	1	1	5	2	1	4	5	1	3	4	1	5	5	3	5	2
M16530J	2	1	5	2	1	4	5	1	3	6	6	6	6	6	6	6
M16533M	1	1	5	2	1	4	5	6	3	2	4	5	2	6	6	6
M16535P	1	1	5	2	1	4	5	1	4	3	6	6	6	6	6	6
M16538S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	2
M16540L	1	1	5	2	1	4	5	1	3	3	1	5	3	4	6	6
M16541M	1	1	5	2	1	4	5	1	3	2	3	2	1	4	5	3
M16544Q	1	1	5	2	1	4	5	5	4	6	6	6	6	6	6	6
M16545R	1	1	5	2	1	4	5	1	5	2	3	6	6	6	6	6
M16547T	1	1	5	2	1	4	5	3	3	4	1	5	4	3	3	6
M16551P	1	1	5	2	1	4	1	2	5	1	3	3	4	5	4	2
M16552Q	1	1	5	2	1	4	5	1	6	6	6	6	6	6	6	6
M16555T	1	1	5	2	1	4	5	1	3	4	3	2	4	4	3	5
M16556U	1	1	5	2	4	4	2	1	3	4	3	5	4	5	2	3
M16558W	1	1	5	2	1	3	4	5	5	2	3	3	5	4	1	5
M16563T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M16565V	1	1	5	2	1	4	3	1	3	4	2	4	5	2	4	3
M16567X	1	1	5	2	1	4	5	1	3	1	1	2	5	4	4	3
M16568Y	1	1	5	2	1	4	5	6	3	4	1	5	6	6	6	6
M16569Z	1	1	5	2	1	4	5	1	1	1	4	1	2	1	2	2
M16576Y	1	1	5	2	1	4	5	1	3	4	1	2	4	6	6	6
M16581V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16584Y	1	1	5	2	1	4	1	2	6	6	6	6	1	6	6	6
M16586A	1	1	5	4	1	5	5	2	4	3	3	2	4	4	5	2
M16591X	1	1	5	2	1	4	6	1	5	3	1	5	6	6	6	6
M16592Y	1	1	6	2	1	4	5	1	3	4	1	5	4	4	2	5
M16601G	1	1	5	2	1	4	5	3	3	4	3	3	5	4	3	3
M16607N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M16608P	1	1	5	2	1	4	5	1	3	4	3	5	4	6	2	6
M16615N	1	1	5	2	1	6	5	1	3	3	6	6	6	6	6	6
M16616P	1	1	5	2	1	4	5	6	3	6	6	6	6	6	6	6
M16619S	1	1	5	2	1	4	5	1	3	6	6	6	6	6	6	6
M16623N	1	1	5	2	1	4	1	2	2	5	3	2	3	5	3	1
M16626R	1	1	5	2	1	4	5	1	6	6	1	6	6	6	6	6
M16628T	1	1	5	2	1	4	5	4	3	2	1	5	4	3	2	1
M16629U	1	1	5	2	1	4	5	4	3	4	1	5	4	1	4	2
M16633Q	1	1	5	1	2	3	5	1	5	2	3	4	4	3	4	2
M16635S	1	1	5	2	1	4	5	1	3	4	1	1	2	4	2	4
M16636T	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16638V	1	1	6	6	6	6	5	5	5	3	4	6	6	6	6	6
M16640P	1	1	5	2	1	4	6	6	6	6	6	6	6	6	6	6
M16645U	1	1	5	2	1	4	5	1	3	4	2	5	4	4	2	5
M16648X	1	1	5	2	1	4	5	3	1	6	6	6	6	6	6	6
M16651S	1	1	5	2	1	4	5	1	3	4	4	6	6	4	5	2
M16654V	1	1	5	4	5	3	5	1	3	4	6	5	4	4	3	3
M16656X	1	1	5	2	1	4	5	1	3	4	2	5	4	4	4	2
M16657Y	1	1	5	2	1	4	6	1	3	4	2	3	6	4	4	3
M16658Z	1	1	5	2	1	3	5	3	3	4	3	4	3	1	1	6
M16661U	1	1	5	2	1	6	5	6	3	6	6	6	6	6	6	6
M16662V	1	1	5	2	5	3	3	1	3	4	1	5	4	4	3	2
M16665Y	1	1	5	2	1	4	5	1	3	3	1	5	4	4	3	2
M16666Z	1	1	5	2	1	3	5	1	3	4	1	5	4	4	2	4
M16668B	1	1	5	2	2	4	5	1	5	3	1	2	3	4	2	5
M16669C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	5
M16670V	1	1	5	2	1	4	5	2	3	4	1	6	6	6	6	6
M16671W	1	1	5	2	1	4	5	1	3	4	1	5	4	4	5	2
M16674Z	1	1	5	2	2	4	5	1	3	4	3	5	4	4	3	5
M16675A	1	1	5	2	5	4	5	4	3	1	4	4	2	3	2	5
M16677C	1	1	5	2	1	4	6	1	3	4	6	5	6	6	6	6
M16680X	1	1	5	2	2	3	5	2	5	4	3	3	4	4	1	3
M16681Y	1	1	5	2	1	4	5	1	3	4	1	5	2	4	3	2
M16682Z	1	1	5	2	1	4	5	1	3	4	3	3	4	2	5	2
M16685C	1	1	5	2	1	4	5	1	3	4	1	4	4	4	2	5
M16687E	1	1	5	2	1	5	4	2	6	3	2	1	4	3	2	5
M16689G	1	1	5	2	4	5	5	3	4	1	6	2	5	1	4	3
M16693C	1	1	5	2	1	4	5	4	3	5	1	5	4	3	3	4
M16694D	1	1	5	3	4	2	3	2	4	3	6	3	2	3	4	2
M16696F	1	1	5	2	1	4	1	4	5	3	1	3	4	5	2	5
M16697G	1	1	5	2	1	1	3	4	2	4	3	4	2	3	1	2
M16698H	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M16700J	1	1	5	2	1	4	5	1	3	4	2	5	4	4	5	4
M16701K	1	1	5	2	1	4	5	1	3	3	4	5	3	2	4	5
M16702L	1	1	5	2	1	4	5	1	3	4	2	5	4	4	2	4
M16708S	1	1	5	2	1	4	5	1	3	6	3	5	6	4	6	6
M16711M	1	1	5	2	1	4	5	3	4	1	4	4	4	3	4	3
M16718U	1	1	5	2	1	5	5	1	3	3	2	3	6	3	4	2
M16719V	1	1	5	2	1	4	5	1	3	4	1	5	4	4	6	6
M16720N	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M16727V	1	1	5	2	1	4	5	4	3	4	4	2	3	2	4	5
M16731R	1	1	5	2	1	4	1	1	2	3	4	2	3	2	3	5
M16733T	1	1	5	2	1	4	5	3	2	5	3	3	1	3	3	4
M16736W	1	1	5	2	1	4	2	1	3	6	1	6	6	6	2	4
M16740S	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	6
M16742U	1	1	5	2	1	4	5	1	3	3	3	5	5	4	5	2
M16745X	1	1	5	2	1	4	5	1	3	6	6	4	6	6	6	6
M16748A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M16751V	1	1	5	2	1	3	5	1	3	4	1	5	4	4	5	5
M16755Z	1	1	6	2	1	4	1	2	3	5	1	5	4	3	5	2
M16756A	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	3
M16758C	1	1	5	2	5	3	3	2	4	1	4	1	5	3	2	1
M16760W	1	1	6	2	1	4	5	1	3	5	5	5	4	2	3	5
M16762Y	1	1	5	2	1	4	5	1	3	4	4	3	4	4	6	6
M16766C	1	1	5	2	1	4	5	1	3	4	1	5	4	4	2	2
M16778G	1	1	5	2	1	4	5	1	3	4	2	5	4	3	4	3
M16785F	1	1	5	2	1	4	5	1	3	5	4	2	3	3	4	2
M16787H	1	1	5	2	1	4	1	6	3	6	6	6	6	1	6	6
M16789K	1	1	5	2	1	3	5	6	6	6	6	6	6	6	6	6
M16794G	1	1	5	2	1	4	5	1	3	4	1	6	6	6	6	6
M16796J	1	1	5	2	1	4	1	1	3	4	3	5	6	6	6	6
M16803Q	1	1	5	2	1	5	5	1	5	4	3	5	5	1	5	2
M16810P	1	1	5	2	1	5	5	1	3	3	5	2	4	1	5	3
M16815U	1	1	5	2	1	4	5	1	3	4	2	4	4	4	2	3
M16816V	1	1	5	2	1	4	5	1	3	6	1	6	6	6	6	6
M16823U	1	1	5	2	1	4	5	1	3	4	1	4	4	3	2	5
M16825W	1	1	5	2	1	3	5	3	3	4	3	5	4	6	2	6
